,Unnamed: 0,Unnamed: 0.1,year,ISO2 Code,FIMM_PA_x,month,couprisk,election,broad_reserves_ratio,broad_base_ratio,foreignassets_reserves_ratio,broad_reserves_ratio_12monthsdelta,broad_base_ratio_12monthsdelta,foreignassets_reserves_ratio_12monthsdelta,inflation,current_account_12monthsdelta,moneymarket_rate_12monthsdelta,moneymarket_rate_1monthdelta,GDP_12monthsdelta,goodsandservices_12monthsdelta,reserves,reserves_1monthdelta,commodities_index,exports,imports,imports_fx,EMP,exchange_change_12m,net_debt_12monthsdelta,lending_borrowing_12monthsdelta,lending_rate_12monthsdelta,claims_private_12monthsdelta,election_p,real_deviation_hp,exchange_change,time,threshold,prob1,prob2,prob3,prob4,prob5,pred,precrisis,ENDE_XDC_USD_RATE,dummy,missing_ratio,Forecast date,FIMM_PA_y
1156,1156,1156,01/01/2000,CO,-0.023610737,-1.552520682,0.457366086,-0.402822732,-0.778939673,-0.751866829,-0.874947835,0.001513601,-0.016362695,0.007938904,-0.069312278,-0.006571254,-0.928445739,-0.690259723,-0.089129748,0.012934685,-0.015249392,0.499263147,0.903464136,0.620912198,21.93927777,6.97252092,0.013623621,0.018809423,0.722574919,-0.211035911,-2.085628562,-0.582457284,-0.403970468,0.097554022,0.054942709,2000,0.5,0.1109156,0.014521522,0.152047461,0.06622663,0,0.063887918,0,1976.72,0,0.290322581,39:52.4,13.36
1157,1157,1157,01/01/2000,CZ,-0.027079577,-1.552520682,-0.432841266,-0.402822732,-0.778939673,-0.751866829,-0.874947835,0.001513601,-0.016362695,0.007938904,-0.107280829,-0.007946378,-0.760307006,-0.236658985,-0.098901226,0.01077861,-0.015112032,-0.534509725,0.224148308,-0.294391608,-0.052591335,-0.129991047,0.3391758,-0.036745452,0.681623913,0.112317428,-1.289771898,-0.582457284,-0.403970468,0.195800726,0.008088051,2000,0.5,0.06697038,0.10510998,0.152047461,0.08952293,0.006313595,0.087201095,0,36.27,0,0.225806452,39:52.4,5.88
1158,1158,1158,01/01/2000,EG,-0.029806419,-1.552520682,-0.376037421,2.482481548,-0.778939673,-0.751866829,-0.874947835,0.001513601,-0.016362695,0.007938904,-0.102357155,-0.006571254,-0.08362338,-0.051711017,-0.089129748,0.01432644,-0.015249392,-0.442262663,1.097011936,0.879610977,-0.054829591,-0.127397995,0.215601495,-0.103992211,-0.117292826,-0.177142577,-0.025734833,-0.582457284,-0.403970468,2.07E-13,0,2000,0.5,0.037649084,0.066138749,0.152047461,0.07408044,0.000932184,0.059289424,0,3.405,0,0.419354839,39:52.4,
1159,1159,1159,01/01/2000,HU,-0.029806419,-1.552520682,-0.390986282,-0.402822732,-0.778939673,-0.751866829,-0.874947835,0.001513601,-0.016362695,0.007938904,-0.064630658,-0.000248177,-0.08362338,-0.051711017,-0.08081294,0.021969811,-0.015241481,0.596968451,0.441343504,0.207390127,-0.051181636,-0.122785959,-0.22956494,-0.010646983,-0.574091413,-0.193590813,-0.674554043,-0.582457284,-0.403970468,0.239510215,0.031799461,2000,0.5,0.049691424,0.095538508,0.152047461,0.0846923,0.005560015,0.076640744,0,260.55,0,0.225806452,39:52.4,
1160,1160,1160,01/01/2000,ID,-0.024111585,-1.552520682,-0.038849624,-0.402822732,-0.778939673,-0.751866829,-0.874947835,0.001513601,-0.016362695,0.007938904,-0.10946395,-0.000202513,-1.228784809,-0.064080913,-0.054883529,0.025336065,-0.015243367,-0.160067152,2.028023681,0.587264669,-0.050327538,-0.126722858,0.397912451,-0.191733117,-0.053338881,0.506655435,-1.626818641,-0.582457284,-0.403970468,2.07E-13,0.047988709,2000,0.5,0.24022695,0.074065081,0.152047461,0.06867966,0.013336569,0.127657232,0,7425,0,0.290322581,39:52.4,12.28
1161,1161,1161,01/01/2000,IL,-0.029806419,-1.552520682,-0.44546231,-0.402822732,-0.778939673,-0.751866829,-0.874947835,0.001513601,-0.016362695,0.007938904,-0.110708924,-0.020240571,-0.08362338,-0.051711017,-0.041424312,0.003408568,-0.00883314,-0.365996778,-0.044950492,0.454301185,-0.088684107,-0.126644828,0.033240049,-0.109062279,-0.053338881,0.026217426,-0.349704041,-0.582457284,-0.403970468,-0.294687875,-0.017096075,2000,0.5,0.04307857,0.070329469,0.152047461,0.0771766,4.49E-10,0.063528214,0,4.082,0,0.258064516,39:52.4,
1162,1162,1162,01/01/2000,IN,-0.029806419,-1.552520682,-0.361890576,2.482481548,-0.778939673,-0.751866829,-0.874947835,0.001513601,-0.016362695,0.007938904,-0.117381121,-0.006571254,-0.08362338,-0.051711017,-0.089129748,0.032481841,-0.015249392,0.114235398,0.267222996,-0.368368918,-0.052591335,-0.129991047,-0.127398925,-0.093084761,0.286843898,0.007595798,-0.111778663,-0.582457284,-0.403970468,2.07E-13,0.003449069,2000,0.5,0.04315005,0.067204465,0.152047461,0.08027014,0.000816921,0.063541552,0,43.64,0,0.387096774,39:52.4,
1163,1163,1163,01/01/2000,KR,-0.027603613,-1.552520682,-0.414226712,-0.402822732,-0.778939673,-0.751866829,-0.874947835,0.001513601,-0.016362695,0.007938904,-0.110659487,-0.028284591,-0.568363788,-0.051711017,-0.00383935,-0.004012357,-0.015240271,0.452466934,0.511020591,0.491901033,-0.047886905,-0.125061535,-0.478788906,-0.128553843,-0.053338881,0.026217426,-1.178866655,-0.582457284,-0.403970468,2.07E-13,-0.013005272,2000,0.5,0.08649695,0.072538973,0.152047461,0.07339916,0.003969966,0.07747836,0,1123.2,0,0.290322581,39:52.4,4.75
1164,1164,1164,01/01/2000,MX,-0.020990556,-1.552520682,-0.087074797,-0.402822732,-0.778939673,-0.751866829,-0.874947835,0.001513601,-0.016362695,0.007938904,-0.04819789,-0.009145115,-0.722696512,-0.351095227,-0.079186171,0.021597899,-0.015139413,-0.37742059,1.314003179,0.726583137,-0.049830496,-0.116587851,0.170920051,-0.139057801,-0.581908013,-0.189582152,-1.836947386,-0.582457284,2.475428475,-0.066134761,-0.00021021,2000,0.5,0.05793024,0.045028494,0.152047461,0.0668315,0.003251388,0.056596744,0,9.5123,0,0.193548387,39:52.4,19.01
1165,1165,1165,01/01/2000,MY,-0.028571086,-1.552520682,-0.48005841,2.482481548,-0.778939673,-0.751866829,-0.874947835,0.001513601,-0.016362695,0.007938904,-0.109322679,-0.006571254,-0.878628061,0.129585706,-0.004296225,0.01432644,-0.01013867,-0.227884116,2.229491996,0.189889947,-0.049925527,-0.124199177,0.073231685,-0.106502111,-0.418683758,0.577831436,-0.835498837,-0.582457284,-0.403970468,-0.311060927,0,2000,0.5,0.078733884,0.036961627,0.152047461,0.06664416,0.0010193,0.060779891,0,3.8,0,0.193548387,39:52.4,2.6638
1166,1166,1166,01/01/2000,NG,-0.029806419,-1.552520682,1.687718976,-0.402822732,-0.778939673,-0.751866829,-0.874947835,0.001513601,-0.016362695,0.007938904,-0.117594381,-0.006571254,-0.08362338,-0.051711017,-0.089129748,0.01432644,-0.015249392,-0.537845763,7.897771312,2.260182848,-0.050919097,-0.124574657,0.353801133,-0.02858023,-0.797361308,-1.601933602,0.60798707,-0.582457284,-0.403970468,-2.69516568,0.009698826,2000,0.5,0.06570199,0.008618045,0.152047461,0.06620982,0.244649962,0.046843287,0,98.9,0,0.322580645,39:52.4,
1167,1167,1167,01/01/2000,PE,-0.021741829,-1.552520682,0.786997188,-0.402822732,-0.778939673,-0.751866829,-0.874947835,0.001513601,-0.016362695,0.007938904,-0.097922039,0.005313928,0.17429565,-0.356102102,-0.085876322,0.015607883,-0.019815055,-0.266442228,0.85098664,-0.10611213,-0.052198703,-0.127475266,0.059329194,-0.086851074,-0.053338881,0.026217426,-0.457941335,-0.582457284,2.475428475,2.07E-13,-0.005128205,2000,0.5,0.13667908,0.076255979,0.152047461,0.076518565,0.004635982,0.096484542,0,3.492,0,0.258064516,39:52.4,17.39
1168,1168,1168,01/01/2000,PH,-0.025796848,-1.552520682,0.047691679,-0.402822732,-0.778939673,-0.751866829,-0.874947835,0.001513601,-0.016362695,0.007938904,-0.09940168,-0.069830424,-0.628809091,-0.112420093,-0.04655373,0.161504393,-0.016422972,-0.054386901,0.178327282,1.276232185,-0.052545516,-0.124306898,-0.027273055,-0.084887618,0.561978807,0.24864243,-1.066402763,-0.582457284,-0.403970468,0.180058358,0.001910054,2000,0.5,0.3885357,0.107965546,0.152047461,0.09087762,0.004201515,0.195792959,1,40.39,0,0.225806452,39:52.4,8.646
1169,1169,1169,01/01/2000,PK,-0.025558481,-1.552520682,2.619188855,-0.402822732,-0.778939673,-0.751866829,-0.874947835,0.001513601,-0.016362695,0.007938904,-0.100533731,-0.006571254,1.125698446,-0.581663429,-0.089129748,0.013476208,-0.015249392,0.079323306,-0.079170545,-0.238383064,-0.052519016,-0.114838322,-0.130101855,-0.043549821,0.051655804,0.054313216,0.055912597,-0.582457284,-0.403970468,-0.549477538,8.88E-05,2000,0.5,0.20005614,0.086039124,0.152047461,0.08415824,0.383092739,0.123417834,1,51.7892,0,0.322580645,39:52.4,9.16
1170,1170,1170,01/01/2000,PL,-0.022919751,-1.552520682,-0.398046785,-0.402822732,-0.778939673,-0.751866829,-0.874947835,0.001513601,-0.016362695,0.007938904,-0.072401808,-0.006571254,-0.301818778,0.503903506,-0.154933272,0.01432644,-0.016573697,-0.335927347,0.12739903,-0.451557162,-0.052741879,-0.125132669,0.255116451,-0.031505057,-0.541443942,0.188684386,0.055912597,-0.582457284,-0.403970468,2.07E-13,0.014295012,2000,0.5,0.06557203,0.080009808,0.152047461,0.08477852,0.010805846,0.076786786,0,4.2076,0,0.322580645,39:52.4,14.85
1171,1171,1171,01/01/2000,RU,-0.023684936,-1.552520682,-0.359495289,-0.402822732,-0.778939673,-0.751866829,-0.874947835,0.001513601,-0.016362695,0.007938904,0.133720371,0.018817801,-0.986129678,-0.737971368,-0.147501744,-0.034769809,-0.0152593,0.692602857,5.694715191,0.91651235,-0.05055275,-0.115324886,-0.095785477,0.025189872,-0.053338881,0.026217426,-0.576672736,-0.582457284,-0.403970468,2.07E-13,0.057407407,2000,0.5,0.11043958,0.086437943,0.152047461,0.068817616,0.010858119,0.088565048,0,28.55,0,0.322580645,39:52.4,13.2
1172,1172,1172,01/01/2000,TH,-0.029180359,-1.552520682,-0.113563703,-0.402822732,-0.778939673,-0.751866829,-0.874947835,0.001513601,-0.016362695,0.007938904,-0.117381121,-0.012463113,-0.957082877,-0.744425227,-0.075436693,0.00356091,-0.015080328,-0.007753354,0.077234383,0.442824943,-0.0475784,-0.125480285,-0.068845961,-0.097883681,0.08690137,-0.400838581,-1.242802693,-0.582457284,-0.403970468,2.07E-13,0.00053376,2000,0.5,0.077925526,0.067863053,0.152047461,0.07453516,0.003130161,0.073441247,0,37.49,0,0.258064516,39:52.4,1.35
1173,1173,1173,01/01/2000,TR,-0.029806419,-1.552520682,-0.310684171,-0.402822732,-0.778939673,-0.751866829,-0.874947835,0.001513601,-0.016362695,0.007938904,0.203492387,-0.02881486,-0.08362338,-0.051711017,-0.066692611,-0.022751654,-0.016083454,-0.793924062,0.059386121,-0.024515151,-0.051536518,-0.125025007,0.702824834,0.237367539,-0.053338881,0.026217426,0.055912597,-0.582457284,-0.403970468,2.07E-13,0.032927595,2000,0.5,0.12731333,0.103223786,0.152047461,0.09587288,0.011105088,0.108803332,0,0.559227,0,0.35483871,39:52.4,
1174,1174,1174,01/01/2000,UY,-0.020916357,-1.552520682,0.51860679,2.482481548,-0.778939673,-0.751866829,-0.874947835,0.001513601,-0.016362695,0.007938904,-0.100598924,-0.006571254,0.112342374,0.519663932,-0.089129748,0.01432644,-0.015249392,-0.471747164,0.231792513,-0.069474004,-0.052845872,-0.125426546,0.28294019,-0.073808466,-0.053338881,0.026217426,-0.053289323,-0.582457284,-0.403970468,-0.449356885,0.006198881,2000,0.5,0.2977195,0.047061055,0.152047461,0.07001388,0.004013021,0.138264815,0,11.687,0,0.35483871,39:52.4,19.17
1175,1175,1175,01/01/2000,ZA,-0.024937058,-1.552520682,-0.047021085,-0.402822732,-0.778939673,-0.751866829,-0.874947835,0.001513601,-0.016362695,0.007938904,-0.107832119,-0.009702711,-0.690945643,-0.066169947,-0.057444222,0.052693344,-0.01578816,0.578962605,0.197682517,-0.256377529,-0.051515443,-0.118219244,-0.271071799,-0.085771943,-0.053338881,0.026217426,-1.428333448,-0.582457284,-0.403970468,0.785934805,0.024859859,2000,0.5,0.1830977,0.138948776,0.152047461,0.10060406,0.007987237,0.140883513,0,6.3075,0,0.258064516,39:52.4,10.5
1176,1176,1176,01/02/2000,AR,-0.029806419,-1.265593085,0.386009386,2.482481548,-0.778939673,-0.751866829,-0.874947835,0.001513601,-0.016362695,0.007938904,-0.117381121,-0.006423881,-0.08362338,-0.051711017,-0.143236522,0.004503952,-0.017582016,0.67836221,0.476588925,-0.113251695,-0.051920092,-0.127422378,-0.528610801,-0.106502111,0.276569605,-0.015926259,0.055912597,-0.582457284,-0.403970468,2.07E-13,0,2000,0.5,0.043636892,0.068405749,0.152047461,0.08198801,0.002258756,0.064676882,0,0.9995,0,0.451612903,39:52.4,
1177,1177,1177,01/02/2000,BR,-0.020999831,-1.265593085,-0.417583709,-0.402822732,-0.778939673,-0.751866829,-0.874947835,0.001513601,-0.016362695,0.007938904,-0.072943339,-0.02125615,-0.636303072,-0.043668952,-0.029543862,0.002540698,-0.006919261,-1.753410079,0.148749594,0.370088317,-0.052644445,-0.126113026,0.941372348,-0.1783101,-0.053338881,-0.168832193,-1.12309351,-0.582457284,-0.403970468,0.570468506,-0.018816607,2000,0.5,0.09466877,0.136220874,0.152047461,0.10911873,0.288509631,0.113336124,0,1.7677,0,0.258064516,39:52.4,18.99
1178,1178,1178,01/02/2000,CL,-0.026116748,-1.265593085,-0.350495781,2.482481548,1.065299156,1.941690782,1.290771521,-0.085512484,0.027795814,-0.051431791,-0.105900917,0.011338033,-0.08362338,-0.051711017,-0.031194573,0.049898619,-0.014924424,0.065092206,1.491036924,0.307277177,-0.052183045,-0.127408312,-0.328264363,-0.101246685,-0.152065226,-0.32076558,-0.77383499,0.041605407,-0.403970468,0.532813598,-0.026858985,2000,0.5,0.04921286,0.1062737,0.152047461,0.0986048,0.003484524,0.08469712,0,503.98,0,0.064516129,39:52.4,7.956187072
1179,1179,1179,01/02/2000,CN,-0.029806419,-1.265593085,-0.487141558,-0.402822732,-0.778939673,-0.751866829,-0.874947835,0.001513601,-0.016362695,0.007938904,-0.122351911,-0.006571254,-0.08362338,-0.051711017,-0.063432883,0.01432644,-0.012810481,-0.088064958,0.181414978,-0.324091749,-0.052726121,-0.126750377,-0.018785228,-0.106520237,-0.053338881,0.026217426,-0.312535805,-0.582457284,-0.403970468,-0.010431739,0.000108726,2000,0.5,0.041936863,0.092193835,0.152047461,0.090494275,0.00311174,0.074874991,0,8.2786,0,0.419354839,39:52.4,
1180,1180,1180,01/02/2000,CO,-0.025651231,-1.265593085,0.227504189,-0.402822732,-0.778939673,-0.751866829,-0.874947835,0.001513601,-0.016362695,0.007938904,-0.071385649,-0.006571254,-1.054727275,-1.306477775,-0.089129748,0.01724773,-0.015249392,-0.664494171,1.15379767,0.844810706,22.86730923,6.986843615,0.244117692,0.012377102,0.722574919,-0.211035911,-2.163141639,-0.582457284,-0.403970468,0.214522662,-0.015454895,2000,0.5,0.1109156,0.014248384,0.152047461,0.06622362,0,0.063795869,0,1946.17,0,0.35483871,39:52.4,8.96
1181,1181,1181,01/02/2000,CZ,-0.027218702,-1.265593085,-0.429161763,-0.402822732,-0.778939673,-0.751866829,-0.874947835,0.001513601,-0.016362695,0.007938904,-0.105821152,-0.009825359,-0.712840347,-0.246095106,-0.08308475,0.005662679,-0.01459736,-0.038364657,0.290251047,-0.044321297,-0.052591335,-0.129991047,0.032761582,-0.073542599,0.681623913,0.112317428,-0.970575322,-0.582457284,-0.403970468,0.250153612,0.01108354,2000,0.5,0.046524163,0.115213702,0.152047461,0.09797016,0.004583024,0.086569341,0,36.672,0,0.290322581,39:52.4,5.58
1182,1182,1182,01/02/2000,EG,-0.029806419,-1.265593085,-0.380361755,2.482481548,-0.778939673,-0.751866829,-0.874947835,0.001513601,-0.016362695,0.007938904,-0.101512346,-0.006571254,-0.08362338,-0.051711017,-0.089129748,0.01432644,-0.015249392,-0.581060635,1.320637549,-1.417217346,-0.053429757,-0.127502038,0.31909107,-0.103402561,-0.117292826,-0.177142577,0.194485375,-0.582457284,-0.403970468,2.07E-13,0.001468429,2000,0.5,0.040461086,0.06623981,0.152047461,0.08090863,0.001011655,0.062536507,0,3.41,0,0.483870968,39:52.4,
1183,1183,1183,01/02/2000,HU,-0.029806419,-1.265593085,-0.385679604,-0.402822732,-0.778939673,-0.751866829,-0.874947835,0.001513601,-0.016362695,0.007938904,-0.061669997,-0.003322441,-0.08362338,-0.051711017,-0.059608006,0.022685324,-0.015188729,-0.055594303,0.536981867,0.085208867,-0.051340276,-0.122833081,0.028301025,-0.034502775,-0.574091413,-0.193590813,-0.732593114,-0.582457284,-0.403970468,0.119051632,0.009019382,2000,0.5,0.049691424,0.089714137,0.152047461,0.08217421,0.003224312,0.073859924,0,262.9,0,0.290322581,39:52.4,
1184,1184,1184,01/02/2000,ID,-0.02421361,-1.265593085,1.012435884,-0.402822732,-0.778939673,-0.751866829,-0.874947835,0.001513601,-0.016362695,0.007938904,-0.107795287,-0.004973382,-0.984758416,-0.119967059,-0.056987563,0.024495836,-0.015245383,-0.071349835,2.493774378,1.041166059,-0.051073585,-0.126904586,0.052285577,-0.176691692,-0.053338881,0.506655435,-1.70940587,-0.582457284,-0.403970468,2.07E-13,0.010774411,2000,0.5,0.11871176,0.079999366,0.152047461,0.06861806,0.010600806,0.089109729,0,7505,0,0.35483871,39:52.4,12.06
1185,1185,1185,01/02/2000,IL,-0.029806419,-1.265593085,-0.421499112,-0.402822732,-0.778939673,-0.751866829,-0.874947835,0.001513601,-0.016362695,0.007938904,-0.111384194,0.002370052,-0.08362338,-0.051711017,-0.037951123,-0.002742728,0.043252871,0.505935749,-0.021541252,0.852633956,-0.098328233,-0.126289658,-0.508470478,-0.108356107,-0.053338881,0.026217426,-0.510485921,-0.582457284,-0.403970468,0.322582579,-0.012248898,2000,0.5,0.04321957,0.118614449,0.152047461,0.10043621,5.83E-14,0.08742341,0,4.032,0,0.322580645,39:52.4,
1186,1186,1186,01/02/2000,IN,-0.029806419,-1.265593085,-0.309613651,2.482481548,-0.778939673,-0.751866829,-0.874947835,0.001513601,-0.016362695,0.007938904,-0.115063767,-0.006571254,-0.08362338,-0.051711017,-0.089129748,0.053915495,-0.015249392,0.08980696,0.337494237,-0.368368918,-0.052591335,-0.129991047,-0.143044716,-0.093317051,0.286843898,0.007595798,-0.111778663,-0.582457284,-0.403970468,2.07E-13,-0.000687443,2000,0.5,0.04315005,0.069387246,0.152047461,0.08218542,0.00081779,0.064907571,0,43.61,0,0.451612903,39:52.4,
1187,1187,1187,01/02/2000,KR,-0.027594338,-1.265593085,-0.393774212,-0.402822732,-0.778939673,-0.751866829,-0.874947835,0.001513601,-0.016362695,0.007938904,-0.110648054,-0.037141281,-0.527112856,-0.035669214,-0.004555233,-0.01416711,-0.015273701,0.573359833,0.614114975,0.442896548,-0.047360629,-0.125017232,-0.405376296,-0.144130201,-0.053338881,0.026217426,-1.002333218,-0.582457284,-0.403970468,2.07E-13,0.006944444,2000,0.5,0.08649695,0.078814799,0.152047461,0.076735735,0.004228594,0.080682494,0,1131,0,0.290322581,39:52.4,4.77
1188,1188,1188,01/02/2000,MX,-0.021111131,-1.265593085,-0.484684506,-0.402822732,-0.778939673,-0.751866829,-0.874947835,0.001513601,-0.016362695,0.007938904,-0.056147577,-0.003211651,-0.772788312,-0.10381945,-0.086952155,0.023138008,-0.01705585,-0.107102025,1.53509413,0.329555014,-0.050532574,-0.117289241,-0.118345368,-0.134740361,-0.581908013,-0.189582152,-2.07499896,-0.582457284,2.475428475,0.065639622,-0.014454969,2000,0.5,0.09289155,0.047970344,0.152047461,0.06700367,0.002957938,0.069288521,0,9.3748,0,0.258064516,39:52.4,18.75
1189,1189,1189,01/02/2000,MY,-0.02863972,-1.265593085,-0.467416626,2.482481548,-0.778939673,-0.751866829,-0.874947835,0.001513601,-0.016362695,0.007938904,-0.105102347,-0.006571254,-0.837456136,-0.263389584,-0.01075306,0.01432644,0.008327744,0.16124321,3.039752965,0.884441414,-0.04899659,-0.123665447,-0.18518962,-0.106502111,-0.418683758,0.577831436,-0.827744433,-0.582457284,-0.403970468,-0.119664954,0,2000,0.5,0.07062058,0.047000355,0.152047461,0.06688067,0.000896759,0.061500537,0,3.8,0,0.258064516,39:52.4,2.5158
1190,1190,1190,01/02/2000,NG,-0.029806419,-1.265593085,1.737266209,-0.402822732,-0.778939673,-0.751866829,-0.874947835,0.001513601,-0.016362695,0.007938904,-0.116263683,-0.006571254,-0.08362338,-0.051711017,-0.089129748,0.01432644,-0.015249392,0.47473898,9.287759091,2.940059314,-0.050366464,-0.124904207,-0.292114073,-0.020980947,-0.797361308,-1.601933602,0.865829673,-0.582457284,-0.403970468,-1.679062619,0.01314459,2000,0.5,0.06329499,0.023455549,0.152047461,0.06622723,0.048868116,0.050992589,0,100.2,0,0.387096774,39:52.4,
1191,1191,1191,01/02/2000,PE,-0.021964429,-1.265593085,1.01185364,-0.402822732,-0.778939673,-0.751866829,-0.874947835,0.001513601,-0.016362695,0.007938904,-0.098857506,0.010845392,0.348795525,-0.156872921,-0.095870976,0.021683467,0.054868659,-0.369008725,0.882799496,-0.52501752,-0.05322827,-0.127360429,0.080908869,-0.104611789,-0.053338881,0.026217426,-0.542100373,-0.582457284,2.475428475,2.07E-13,-0.011168385,2000,0.5,0.13409373,0.08230771,0.152047461,0.07928097,0.006352745,0.098560805,0,3.453,0,0.322580645,39:52.4,16.91
1192,1192,1192,01/02/2000,PH,-0.025750937,-1.265593085,0.154068854,-0.402822732,-0.778939673,-0.751866829,-0.874947835,0.001513601,-0.016362695,0.007938904,-0.097773541,-0.585681346,-0.60633519,-0.008085885,-0.05710899,0.045176402,-0.014686502,0.110646693,0.268800062,0.112869575,-0.049426583,-0.123770736,-0.064798276,-0.084151511,0.561978807,0.24864243,-0.509939304,-0.582457284,-0.403970468,0.57144766,0.011265165,2000,0.5,0.26149946,0.154949336,0.152047461,0.12663326,0.000179817,0.181027352,1,40.845,0,0.290322581,39:52.4,8.745
1193,1193,1193,01/02/2000,PK,-0.025141107,-1.265593085,5.844568939,-0.402822732,-0.778939673,-0.751866829,-0.874947835,0.001513601,-0.016362695,0.007938904,-0.102297926,-0.006571254,0.372592037,0.322626903,-0.089129748,0.026508791,-0.015249392,-1.035469132,-0.01295596,-0.36914128,-0.052276035,-0.11379236,0.622316526,-0.042616824,0.051655804,0.054313216,0.055912597,-0.582457284,-0.403970468,-0.080609424,0.001656716,2000,0.5,0.32289585,0.125630734,0.152047461,0.101513416,0.999996768,0.183346668,1,51.875,0,0.387096774,39:52.4,10.06
1194,1194,1194,01/02/2000,PL,-0.021913416,-1.265593085,-0.398397176,-0.402822732,-0.778939673,-0.751866829,-0.874947835,0.001513601,-0.016362695,0.007938904,-0.069684545,-0.006571254,-0.021365643,0.50502596,-0.153588784,0.01432644,-0.001720557,-0.048640831,0.148989408,-0.123932039,-0.051141175,-0.125222696,-0.145596231,-0.079447703,-0.541443942,0.188684386,0.055912597,-0.582457284,-0.403970468,2.07E-13,-0.012952752,2000,0.5,0.061185382,0.084702144,0.152047461,0.08705023,0.011149117,0.077645919,0,4.1531,0,0.387096774,39:52.4,17.02
1195,1195,1195,01/02/2000,RU,-0.024334185,-1.265593085,-0.255694357,-0.402822732,-0.778939673,-0.751866829,-0.874947835,0.001513601,-0.016362695,0.007938904,0.06433856,0.035071517,-0.894815326,-0.455794306,-0.168033455,-0.048797243,-0.016017214,1.15553003,6.660677156,1.121022447,-0.050946828,-0.114801119,-0.815816483,0.020409857,-0.053338881,0.026217426,-1.0314667,-0.582457284,-0.403970468,2.07E-13,0.00385289,2000,0.5,0.109246366,0.081378669,0.152047461,0.067427605,0.033227887,0.086017547,0,28.66,0,0.322580645,39:52.4,11.8
1196,1196,1196,01/02/2000,TH,-0.029236009,-1.265593085,-0.042485375,-0.402822732,-0.778939673,-0.751866829,-0.874947835,0.001513601,-0.016362695,0.007938904,-0.114357528,-0.012747991,-0.83389882,-0.390371297,-0.065821224,0.002972274,-0.01358059,0.542007692,0.396301715,0.299197318,-0.04799136,-0.125725547,-0.343526105,-0.099620657,0.08690137,-0.400838581,-1.176253617,-0.582457284,-0.403970468,2.07E-13,0.012269939,2000,0.5,0.04846722,0.071938784,0.152047461,0.076538235,0.004063687,0.065648079,0,37.95,0,0.322580645,39:52.4,1.23
1197,1197,1197,01/02/2000,TR,-0.029806419,-1.265593085,0.426565561,-0.402822732,-0.778939673,-0.751866829,-0.874947835,0.001513601,-0.016362695,0.007938904,0.224569816,-0.028042584,-0.08362338,-0.051711017,-0.099921004,-0.02445614,75.84378805,0.191086082,0.09703974,-0.212934351,-0.050817562,-0.124434737,-0.009255916,0.209190832,-0.053338881,0.026217426,0.055912597,-0.582457284,-0.403970468,2.07E-13,0.025408287,2000,0.5,0.13255712,0.999754465,0.152047461,0.51389325,1,0.548734945,1,0.573436,0,0.419354839,39:52.4,
1198,1198,1198,01/02/2000,UY,-0.024589246,-1.265593085,0.358949648,2.482481548,-0.778939673,-0.751866829,-0.874947835,0.001513601,-0.016362695,0.007938904,-0.096652132,-0.006571254,-0.481182496,-1.625765842,-0.089129748,0.01432644,-0.015249392,0.24047832,0.260515138,-0.737290603,-0.052189361,-0.125043378,-0.189687138,-0.071212046,-0.053338881,0.026217426,-0.020943255,-0.582457284,-0.403970468,-0.426092353,0.006246257,2000,0.5,0.14597742,0.039052581,0.152047461,0.070032835,0.001296801,0.085020946,0,11.76,0,0.387096774,39:52.4,11.25
1199,1199,1199,01/02/2000,ZA,-0.024937058,-1.265593085,0.793934251,-0.402822732,-0.778939673,-0.751866829,-0.874947835,0.001513601,-0.016362695,0.007938904,-0.10624066,0.216859194,-0.661187258,-0.051711017,-0.059011086,0.006443973,-0.012581029,-0.560809506,0.256274049,0.533567527,-0.051326788,-0.120055356,0.339522559,-0.092896512,-0.053338881,0.026217426,-1.36581765,-0.582457284,-0.403970468,0.489299065,0.005866033,2000,0.5,0.18684818,0.125066276,0.152047461,0.093376815,0.005726537,0.13509709,0,6.3445,0,0.322580645,39:52.4,10.5
1200,1200,1200,01/03/2000,AR,-0.029806419,-0.978665488,0.462608337,2.482481548,-0.778939673,-0.751866829,-0.874947835,0.001513601,-0.016362695,0.007938904,-0.117381121,-0.010138314,-0.08362338,-0.051711017,-0.099889688,0.005085858,-0.014756491,-1.022494743,0.462518348,0.16953891,-0.05315906,-0.127808671,0.600936373,-0.106502111,0.276569605,-0.015926259,0.055912597,-0.582457284,-0.403970468,2.07E-13,0,2000,0.5,0.045332506,0.081497989,0.152047461,0.086710125,0.003934236,0.071180207,0,0.9995,0,0.451612903,39:52.4,
1201,1201,1201,01/03/2000,BR,-0.021023019,-0.978665488,-0.417874807,-0.402822732,-0.778939673,-0.751866829,-0.874947835,0.001513601,-0.016362695,0.007938904,-0.073374184,-0.019771924,-0.637189061,-0.061742423,-0.011600865,-0.004406848,-0.01860513,0.260146474,0.147279316,0.311342878,-0.052946069,-0.126982262,-0.343269034,-0.099149527,-0.053338881,-0.168832193,-1.460434847,-0.582457284,-0.403970468,1.094117299,-0.011992985,2000,0.5,0.14115147,0.184296703,0.152047461,0.13473406,0.020014008,0.15339408,0,1.7465,0,0.258064516,39:52.4,18.94
