BCAXF_BP6_USD,FIGB_PA,credit_government,credit_private,debt_service,House_prices,gdp_growth,credit_growth,inflation,stock_growth,credit_gap,house_gap,house_growth,Country_AT,Country_BE,Country_DE,Country_DK,Country_ES,Country_FI,Country_FR,Country_GB,Country_GR,Country_IE,Country_IT,Country_LU,Country_NL,Country_PT,Country_SE,three_year
,8.063333333,,78.9,,50.11823732,,-0.018656716,0.007836308,0.581202488,87.48524313,,0.010538841,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8263.19743,5.73,,103.6,,140.5693082,,-0.00861244,-0.003328385,0.338050223,102.7238661,,-0.032991977,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2509.550686,11.37666667,,69.9,,57.44334058,,-0.065508021,0.094725109,1.296668994,72.4983654,,0.026105517,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-273.4738422,,,102.6,,100.8235626,,0.057731959,0.028552489,0.728880157,107.6629664,103.9124565,-0.025828916,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
528.2027827,7.86,,109.9,,70.30019091,0.023304497,-0.003626473,0.020951152,0.70592186,115.6329186,,0.038290181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-1724.393819,9.85,,81.7,,,0.01907167,0.04609475,0.026214527,0.249140036,85.58388574,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
125,16.59,,44.6,,,,-0.04496788,0.238717035,0.640643161,40.86557879,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,,,75.6,,84.62046964,,0.029972752,0.031496076,0.531371068,72.64037885,,-0.043199616,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4633.048396,10.76666667,,54.1,,75.64609199,,-0.009157509,0.054322654,1.117867266,59.05764416,96.55358575,-0.037253814,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,8.246666667,,,,,,,-0.004656541,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
386.0817802,6.09,,130.6,,57.85293061,,0.0203125,-0.004996654,0.171009,140.5148805,,0.044376465,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
730.7606028,15.34,,102.4,,,,-0.173527038,0.120826465,,100.6993277,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7.175969115,9.63,,113.9,,57.62735718,0.02071975,0.070488722,0.041464681,0.85769656,121.3276423,65.78733606,-0.010582706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,7.41,,87.7,,,,0.019767442,0.013227848,0.04344602,89.15978967,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,8.15,,79.5,,50.12120973,,-0.01242236,0.006591421,0.364401858,87.77678934,,0.011341857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13625.94849,6.09,,103.5,,138.6851853,,-0.02173913,-0.009228413,0.1445392,103.0049074,,-0.039242012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37.85662188,10.26666667,,70.8,,62.24490153,,-0.062251656,0.086015957,1.032360183,72.50045879,,0.132663059,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
225.7517084,,,102.4,,98.96305343,,0.030181087,0.030072683,0.749131944,108.3743709,103.8401896,-0.040503073,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1507.85882,8.573333333,,108.8,,71.00759043,0.022463515,-0.023339318,0.021449415,0.571806681,116.0180126,,0.042070309,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
254.4187389,10.99333333,,84.7,,,0.053894563,0.095730918,0.034434766,0.178196783,86.6499998,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-340,14.61666667,,45,,,,-0.046610169,0.195243069,0.749553485,40.70241781,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,,,75.8,,82.28158038,,-0.013020833,0.031434197,0.450551563,72.76214259,,-0.055174245,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-317.3697348,10.21333333,,58,,75.18905001,,0,0.044084214,0.810297987,59.18828232,96.28955607,-0.034262117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,8.256666667,,,,,,,-0.012007441,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-96.56652361,6.223333333,,134.7,,58.31565862,,0.049883087,-0.00397612,0.123215108,141.6523596,,0.038596659,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
278.4388547,14.49666667,,99.4,,,,-0.156912638,0.114574411,,100.2635227,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-299.2006861,9.856666667,,116.1,,58.56492859,0.03115862,0.08606174,0.036519848,0.729691013,122.0387555,65.47635045,0.01320106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,7.173333333,,86,,,,0.025029797,0.002932508,-0.12548128,89.7153629,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,8.19,,80.1,,51.49797053,,0.003759398,0.010540609,0.313064259,88.08928924,,0.070315566,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11542.26692,5.923333333,,102.4,,137.1553153,,-0.020095694,-0.005154594,-0.111902491,103.2862694,,-0.04253687,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-146.5510111,10.76,,68.8,,68.06172119,,-0.045769764,0.061046025,0.935133373,72.52181116,,0.281694595,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-476.7391481,,,101.9,,99.81630202,,0.017982018,0.037267026,0.717404488,109.0818496,103.7635287,-0.037287004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-1922.396958,8.92,,111.1,,72.72967725,0.0208109,0.000900901,0.032445918,0.404480354,116.4075699,,0.058499977,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-582.3423927,9.783333333,,86.6,,69.81881887,0.036952945,0.085213033,0.03972366,0.262038806,87.71920482,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-748,17.45666667,,44.5,,,,-0.043010753,0.164415665,0.997882613,40.54182032,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,,,75.3,,80.41351411,,-0.002649007,0.034816261,0.527411711,72.89942495,,-0.062707717,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-2448.304637,9.883333333,,56.8,,75.34759573,,0.046040516,0.04277059,0.337356718,59.33156842,96.03670798,-0.024806507,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,8.263333333,,,,,,,-0.005522369,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
707.9333483,6.18,,137.1,,59.20984779,,0.058687259,-0.011984009,0.057403783,142.7949949,,0.045210935,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
44.47404151,14.50333333,,97.2,,,,-0.119565217,0.099738983,,99.84327367,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
130.6399307,11.46,,118.5,,59.25058893,0.025979975,0.083180987,0.03411666,0.346886214,122.751428,65.17340829,0.035076414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,6.77,,87,,,,0.029585799,0.013597942,-0.193294418,90.2723818,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,8.056666667,,82.4,,51.4818645,,0.027431421,0.015958568,0.232056868,88.42316926,,0.0559502,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10841.25782,5.663333333,,102.3,,135.5518002,,-0.020114943,0.000369157,-0.133760213,103.5683774,,-0.046075763,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
213.2613125,12.89,,69.1,,70.66904695,,-0.037604457,0.056513209,0.29179997,72.56342218,,0.303866925,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-454.1944723,,,103.2,,101.2970602,,0.006829268,0.043223899,0.617516993,109.7845358,103.682195,-0.007940345,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-522.7897611,8.933333333,,111.9,,72.89806923,0.016042682,0.008108108,0.03386338,0.205414663,116.8013476,,0.05069,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-3049.720128,8.956666667,,87.3,,70.24935708,0.043406995,0.075123153,0.04193663,0.30693314,88.79094328,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-704,17.35666667,,44,,,,-0.045553145,0.177807695,1.473205467,40.38444427,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,,,77.4,,77.37318506,,0.050203528,0.028680699,0.426211462,73.05332792,,-0.114234416,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-821.7091242,10.22666667,,57.4,,75.68855295,,0.055147059,0.04423378,-0.030934067,59.48732743,95.79514752,-0.009507129,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,8.126666667,,,,,,,-0.002874029,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2101.316393,6.153333333,,140.9,,59.55645691,,0.078866769,-0.011291911,0.08036999,143.9427965,,0.051223524,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-225.9229344,15.26333333,,94.5,,,,-0.107648725,0.094061397,,99.4412558,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
379.3088855,11.59,,121,,60.03880043,0.028407717,0.083258729,0.033878846,0.242893258,123.4645207,64.87854691,0.048759371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,6.933333333,,87.8,,,,0.032941176,0.022691169,-0.121560805,90.83091871,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,8.07,,80.7,,51.88949073,,0.022813688,0.020047905,0.30659965,88.77879419,,0.035341494,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6686.118159,6.426666667,,103.1,,134.4825614,,-0.004826255,0.00519476,-0.013176144,103.8516495,,-0.043300681,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1642.312342,13.91666667,,67.8,,74.97602484,,-0.030042918,0.046331153,0.548938605,72.62626282,,0.305217003,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-186.9996693,,,105.9,,102.7325165,,0.032163743,0.041962617,0.596695951,110.4815074,103.5958997,0.018933609,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-754.6575246,9.803333333,,112,,74.30188506,0.02586168,0.01910828,0.033654793,0.167469698,117.1990615,,0.056922949,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-3948.261558,9.876666667,,88.8,,71.21695963,0.085442233,0.086903305,0.043256198,0.440433658,89.86464907,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
801,16.91333333,,43.4,,,,-0.02690583,0.160228456,2.314631146,40.23097818,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,,,78.5,,79.30147816,,0.038359788,0.032442761,0.644708237,73.22497204,,-0.062857031,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2491.358848,11.16666667,,55.2,,76.03585885,,0.020332717,0.049010324,-0.13527876,59.65536481,95.56492901,0.005152505,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,8.066666667,,,,,,,0.001954661,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
465.4156877,6.64,,138.8,,59.61750583,,0.062787136,-0.000669574,0.157969256,145.0957307,,0.030501052,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
531.3596896,15.42333333,,93.4,,,,-0.087890625,0.095773909,,99.06012392,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-276.4575699,11.92,,123.3,,60.99511213,0.041410171,0.082528534,0.047398387,0.272843903,124.1768618,64.59178879,0.058440212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,7.153333333,,90.2,,,,0.028506271,0.01683751,-0.160088832,91.39102071,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,8.42,,81.5,,51.93055178,,0.025157233,0.015573218,-0.013194297,89.15648233,,0.036099329,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15146.87775,6.55,,103.6,,133.6726469,,0.000966184,0.009686965,-0.268257059,104.1364941,,-0.036143286,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-1972.491394,13.68666667,,69.4,,78.19930473,,-0.019774011,0.046469412,0.260816892,72.71127729,,0.256316627,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-613.5410598,10.405,,108,,106.6962337,,0.0546875,0.042027667,0.379213323,111.1717915,103.504348,0.078142094,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-1245.988623,10.25666667,,113.4,,75.44061888,0.039217154,0.042279412,0.031600387,-0.167292004,117.6003898,,0.062430346,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-5009.268314,9.666666667,,88.7,,74.24838659,0.055434076,0.047225502,0.041022251,0.111857965,90.93974454,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-572,18.255,,43.9,,,,-0.024444444,0.154229024,2.854709362,40.08213845,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,,,77.7,,80.27182461,,0.025065963,0.030476202,0.219783543,73.41551138,,-0.024425342,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-1790.200753,11.29,,59.1,,76.32350804,,0.018965517,0.053710059,-0.25627644,59.8354699,95.3460565,0.015088075,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,7.413333333,,,,,,,0.004221718,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
911.8382659,6.636666667,,141.2,,60.21120919,,0.048255382,-0.003659263,-0.133688743,146.2537401,,0.032505001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
85.26826709,15.28,,91,,,,-0.084507042,0.095913753,,98.70249472,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-254.7756831,11.76666667,,125.5,,63.16473458,0.040540784,0.080964686,0.051934429,0.025271698,124.8872604,64.31314434,0.078541989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,6.896666667,,89.4,,,,0.039534884,0.021320732,-0.165234042,91.95271151,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,7.87,,82.2,,52.51532344,,0.026217228,0.009804727,0.013751264,89.55648965,,0.019755204,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11466.39349,6.32,,102.4,,132.5964187,,0,0.00962249,-0.262626504,104.4233138,,-0.033238935,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-1016.934165,12.20333333,,67.9,,80.37773573,,-0.013081395,0.0440587,0.065300393,72.8193726,,0.180953616,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-623.884894,10.14,,107.5,,118.0207228,,0.054955839,0.040970689,0.26984127,111.8543796,103.4072432,0.182379235,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-806.16709,9.413333333,,114.6,,76.33555779,0.050781989,0.03150315,0.024174016,-0.29159751,118.0049705,,0.049579218,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-7951.929259,9.483333333,,91.1,,76.53189889,0.074667716,0.051963048,0.032495132,-0.063607873,92.01564384,,0.096150008,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-988,20.39,,43,,,,-0.033707865,0.135600143,1.374027515,39.93866594,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,,,77.2,,81.1580069,,0.025232404,0.018691596,-0.086778342,73.62614072,,0.009258304,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-5450.431488,10.56666667,,57,,76.11151334,,0.003521127,0.051423229,-0.304730894,60.02739767,95.13848519,0.01013858,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,7.726666667,,,,,,,0.006542387,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2000.141666,6.233333333,,143.1,,61.24224161,,0.043763676,0.003706173,-0.146000411,147.4167188,,0.034325267,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-420.3571576,14.42333333,,89.6,,,,-0.0781893,0.090447426,,98.37094122,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-141.951358,11.42666667,,128.8,,65.56478423,0.037568887,0.086919831,0.051231587,0.075819094,125.5945188,64.04261496,0.106567638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
,6.843333333,,91.6,,,,0.052873563,0.017403902,-0.062783132,92.51600562,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,7.89,,83.8,,53.82457643,,0.016990291,0.010029845,0.006327936,89.97901304,,0.045505577,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15631.34468,6.493333333,,102.7,,131.6511648,,0.003910068,0.011439188,-0.21751026,104.7125072,,-0.028775976,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-785.6946939,11.07666667,,68.5,,83.36360201,,-0.008683068,0.040617585,0.241630427,72.95143019,,0.179633879,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-791.2146418,10.19666667,,107.9,,125.2082378,,0.045542636,0.048598142,0.405940594,112.5282392,103.3042962,0.236050065,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-669.7046608,9.13,,116,,76.6886251,0.050027076,0.036639857,0.025364401,-0.168847525,118.4124094,,0.051998028,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-8135.645656,9.373333333,,94.8,,78.39528895,0.077841263,0.085910653,0.037854892,-0.151916548,93.09174383,,0.115957387,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-392,17.02333333,,42.6,,,,-0.031818182,0.12447955,0.956936041,39.80133096,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,,,78,,79.85429575,,0.007751938,0.018587368,-0.02735317,73.85808789,,0.032066803,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
372.2123503,10.8,,58.6,,74.58965837,,0.020905923,0.050226897,-0.30318599,60.2308974,94.94212276,-0.014518636,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,6.466666667,,,,,,,0.012522059,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2226.39737,6.393333333,,146.6,,61.76165018,,0.040454223,0.007054142,-0.150304414,148.5845221,,0.037026939,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-511.7117978,14.05333333,,87.2,,,,-0.077248677,0.089546281,,98.06797702,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
415.7365603,11.39,,131.9,,67.16963372,0.026342442,0.090082645,0.064608613,0.047940557,126.2974441,63.78019919,0.118770416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
,6.993333333,,92.1,,,,0.048974943,0.019205537,-0.057107175,93.08089787,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,8.176666667,,84.7,,54.02425457,,0.049566295,0.010424397,-0.070580365,90.42419265,,0.041140582,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8973.25974,6.716666667,,102.4,,130.5258403,,-0.006789525,0.012919982,-0.228083275,105.0044572,,-0.029421816,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
599.7588015,11.20666667,,69,,84.71040532,,0.017699115,0.053790014,-0.0021706,73.10829353,,0.129833243,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-983.1242409,10.63666667,,107.9,,131.2631111,,0.018885741,0.05390325,0.311926606,113.1923038,103.1952547,0.277717275,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
-927.3766004,9.053333333,,117.5,,77.33882654,0.050145785,0.049107143,0.028389922,-0.107273984,118.8222857,,0.040873007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-8113.766787,9.95,,97.5,,85.70334633,0.043966656,0.097972973,0.045550177,-0.211412082,94.16743433,,0.203412035,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
826,14.86666667,,41.2,,,,-0.050691244,0.139992074,0.147256986,39.67092746,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,9.055,,76.9,,83.84081049,,-0.020382166,0.020332725,-0.068183717,74.11260829,,0.057241459,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-121.223783,11.10666667,,57.6,,75.61864296,,0.043478261,0.049715529,-0.177527997,60.44569504,94.75682932,-0.005487094,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,7.336666667,,,,,,,0.018420799,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1102.071825,6.66,,146.9,,61.94056055,,0.058357349,0.009045187,-0.168733624,149.7569717,,0.038965983,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
255.8551466,14.02666667,,86.4,,,,-0.074946467,0.106234004,,97.79604804,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-386.5055534,11.46333333,,134.7,,69.42802779,0.011152904,0.092457421,0.058188672,-0.017015197,126.9948683,63.52589938,0.138255597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
,6.706666667,,94.4,,,,0.046563193,0.018718468,0.097892272,93.64737599,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,8.093333333,,85.6,,54.22790987,,0.050306748,0.016160985,0.290920854,90.89212091,,0.044239046,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17890.06327,6.426666667,,103.1,,129.3074452,,-0.004826255,0.016974158,0.092337065,105.2995311,,-0.032655909,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-2592.619133,12.49,,72.2,,87.08351278,,0.040345821,0.054770003,0.165175017,73.29077177,,0.113609809,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-295.6557677,11.25666667,,114.2,,141.027954,,0.057407407,0.059729015,0.288058991,113.8454713,103.0799211,0.321770686,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
-2215.659749,8.74,,119.7,,77.29180279,0.039359663,0.055555556,0.030039566,0.384977463,119.2341603,,0.024538292,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-11124.81453,9.896666667,,98.5,,89.52530797,0.043731993,0.11048478,0.05005706,0.00324127,95.2421183,,0.205754254,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-404,13.96666667,,41.4,,,,-0.056947608,0.140804258,-0.158200778,39.54827097,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,8.37,,74.9,,80.73747026,,-0.036036036,0.027726443,0.16818121,74.39098929,,0.00580086,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-1950.975108,11.11,,61.6,,81.95676135,,0.042301184,0.050972332,0.074269106,60.67150391,94.58241407,0.073807578,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,7.193333333,,,,,,,0.019968753,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1803.346932,6.376666667,,151.9,,61.38499511,,0.075779037,0.009682712,0.136568047,150.9338741,,0.019494475,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-389.5723558,14.08666667,,86.2,,,,-0.052747253,0.117061818,,97.55751632,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-421.2450239,11.11333333,,137.2,,70.41251198,0.027495452,0.093227092,0.058912091,0.281167229,127.6856662,63.27972633,0.114744049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
,6.803333333,,91.9,,,,0.027964206,0.022784125,0.325290917,94.21542017,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,8.326666667,,85.7,,56.16125843,,0.042579075,0.025699308,0.266706563,91.38284612,,0.069426117,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17246.83658,6.803333333,,102.1,,128.4679826,,-0.002929688,0.024193537,0.28074321,105.5980761,,-0.031135352,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-2368.475727,13.32666667,,71.7,,90.72631505,,0.055964654,0.06224448,0.095886259,73.49964234,,0.128749326,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-908.6701108,11.69666667,,114.9,,149.9725727,,0.068837209,0.061428977,0.366586538,114.4865988,102.9581679,0.270730844,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
-816.6378037,8.903333333,,119.2,,77.8293239,0.043591871,0.040139616,0.033831663,0.662236178,119.6475836,,0.019568418,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-10803.53278,9.853333333,,101.8,,90.45198287,0.028548007,0.117453348,0.057406095,0.129596981,96.31522445,,0.181886039,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-688,,,41.1,,,,-0.044186047,0.138241293,-0.053098846,39.43418881,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,8.753333333,,71.3,,78.4347988,,-0.07642487,0.033027535,0.33984555,74.69453977,,-0.033554398,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-8676.175881,11.81,,60.7,,88.23042651,,0.064912281,0.058515249,0.228605635,60.90801542,94.41863838,0.159225755,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,7.543333333,,,,,,,0.026665356,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3138.153483,6.91,,154.5,,61.97452084,,0.07966457,0.008392151,0.270888514,152.1150139,,0.011957094,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-101.9680939,13.95,,82.1,,,,-0.083705357,0.12374136,-0.226227932,97.35465599,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.166709857,10.63666667,,140.5,,73.07734905,0.0238184,0.090838509,0.064870394,0.428864792,128.3687725,63.04170562,0.114582316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
,7.113333333,,93.7,,,,0.022925764,0.026015671,0.704616233,94.78501639,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,8.376666667,,88.5,,56.92580459,,0.056085919,0.029954859,0.223414093,91.89637572,,0.057617326,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14195.91147,6.863333333,,102.4,,127.3743815,,-0.00292113,0.028821523,0.270733652,105.9004225,,-0.032485723,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-372.6518285,9.786666667,,149.7,,71.85604202,,-0.002,0.047561152,0.505529226,134.0852066,,-0.050139324,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-3470.475063,13.63666667,,74.4,,92.7755603,,0.086131387,0.069098264,0.083442168,73.73567427,,0.112902491,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-1505.22348,11.97666667,,115.9,,145.5469058,,0.074142725,0.067023147,0.15043036,115.1145463,102.8299626,0.162438737,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
-1193.146275,8.776666667,,121.2,,78.68939896,0.042871712,0.044827586,0.036229049,0.495728683,120.0621098,,0.026089578,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-11774.2223,10.3,,104.4,,90.66609961,0.02498698,0.101265823,0.058333333,0.172302115,97.38620661,,0.156524848,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-800,,,41.3,,,,-0.030516432,0.130595506,0.006244167,39.32952262,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,9.073333333,,71.4,,79.69157746,,-0.084615385,0.038321182,0.278381743,75.02457253,,-0.00203769,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-2072.342741,12.57666667,,62.4,,90.97564192,,0.064846416,0.064534651,0.243517091,61.15492812,94.26523208,0.219681708,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,7.313333333,,,,,,,0.034223061,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
