;year;ISO2 Code;ENDE_XDC_USD_RATE;exchange_change;exchange_change_12m;pred;precrisis;<0.1;>0.1;>0.2;>0.3;>0.4;>0.5;>0.6;>0.7;>0.8;>0.9;;;;;;;;;;;;;
2183;01/08/1994;NG;21.99590876;0;0.00521303;0.057787385;0;0;;;;;;;;;;;;;;;;;;;;;;
2184;01/08/1994;PH;26.484;-0.025306577;-0.055593196;0.048595387;0;-0.025306577;;;;;;;;;;;;;;;;;;;;;;
2185;01/08/1994;PK;30.65;-0.000653381;0.02680067;0.08586036;0;-0.000653381;;;;;;;;;;;;;;;;;;;;;;
2186;01/08/1994;PL;2.270113758;-0.004655287;0.249107584;0.01706447;0;-0.004655287;;;;;;;;;;;;;;;;;;;;;;
2187;01/08/1994;PY;1909.41;0.001310286;0.081818697;0.013179323;0;0.001310286;;;;;;;;;;;;;;;;;;;;;;
2188;01/08/1994;RU;1.985;0;1.015228426;0.7310233;1;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
2189;01/08/1994;SD;0.387611923;0.703729768;1.364355208;0.61857754;0;;0.703729768;0.703729768;0.703729768;0.703729768;0.703729768;0.703729768;;;;;;;;;;;;;;;;
2190;01/08/1994;SG;1.4998;-0.007151762;-0.065952544;0.013092313;0;-0.007151762;;;;;;;;;;;;;;;;;;;;;;
2191;01/08/1994;TH;25.02;0.00160064;-0.005959476;0.029134661;0;0.00160064;;;;;;;;;;;;;;;;;;;;;;
2192;01/08/1994;TR;0.03298399;-0.004707839;1.841431467;0.21064347;0;;-0.004707839;-0.004707839;;;;;;;;;;;;;;;;;;;;
2193;01/08/1994;TZ;515.325;-0.016351725;0.131814525;0.020612953;0;-0.016351725;;;;;;;;;;;;;;;;;;;;;;
2194;01/08/1994;UA;0.205;0.114285714;2.433835846;0.9546972;1;;0.114285714;0.114285714;0.114285714;0.114285714;0.114285714;0.114285714;0.114285714;0.114285714;0.114285714;;;;;;;;;;;;;
2195;01/08/1994;UG;918.91;-0.016821023;-0.228759432;0.014771974;0;-0.016821023;;;;;;;;;;;;;;;;;;;;;;
2196;01/08/1994;UY;5.315;0.019057172;0.302696078;0.045277484;0;0.019057172;;;;;;;;;;;;;;;;;;;;;;
2198;01/08/1994;VN;10995;0.0003641;0.026371062;0.03578717;0;0.0003641;;;;;;;;;;;;;;;;;;;;;;
2199;01/08/1994;ZA;3.5865;0.005751061;0.061251664;0.035111204;0;0.005751061;;;;;;;;;;;;;;;;;;;;;;
2200;01/09/1994;AF;42.315;0;-0.011857708;0.067410916;0;0;;;;;;;;;;;;;;;;;;;;;;
2201;01/09/1994;AO;0.000140473;0.081628085;34.11825;0.9589583;1;;0.081628085;0.081628085;0.081628085;0.081628085;0.081628085;0.081628085;0.081628085;0.081628085;0.081628085;;;;;;;;;;;;;
2202;01/09/1994;AR;0.9995;0.001001502;0;0.036605127;0;0.001001502;;;;;;;;;;;;;;;;;;;;;;
2203;01/09/1994;AZ;0.32;0;12.68691189;0.9425495;1;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
2204;01/09/1994;BD;40.25;0;0.010037641;0.025446447;0;0;;;;;;;;;;;;;;;;;;;;;;
2205;01/09/1994;BG;0.061201;0.07274569;1.183722258;0.50862247;0;;0.07274569;0.07274569;0.07274569;0.07274569;0.07274569;;;;;;;;;;;;;;;;;
2206;01/09/1994;BR;0.853;-0.054255319;17.31615523;0.08348317;0;-0.054255319;;;;;;;;;;;;;;;;;;;;;;
2207;01/09/1994;CD;0.021499998;0.536363636;813.9084018;0.95423734;1;;0.536363636;0.536363636;0.536363636;0.536363636;0.536363636;0.536363636;0.536363636;0.536363636;0.536363636;;;;;;;;;;;;;
2208;01/09/1994;CL;412.2;-0.009341595;0.00504718;0.006221655;0;-0.009341595;;;;;;;;;;;;;;;;;;;;;;
2209;01/09/1994;CO;842;0.000833709;-0.053677407;0.04443757;0;0.000833709;;;;;;;;;;;;;;;;;;;;;;
2210;01/09/1994;CR;160.05;0.008325918;0.097209844;0.02991715;0;0.008325918;;;;;;;;;;;;;;;;;;;;;;
2211;01/09/1994;CZ;27.94;0.004250948;-0.025666062;0.016872924;0;0.004250948;;;;;;;;;;;;;;;;;;;;;;
2212;01/09/1994;DO;12.87;0;0.0296;0.04357105;0;0;;;;;;;;;;;;;;;;;;;;;;
2213;01/09/1994;DZ;40.9028;0.008290304;0.75225121;0.054682862;0;0.008290304;;;;;;;;;;;;;;;;;;;;;;
2214;01/09/1994;EG;3.386;-0.002063071;0.00753419;0.026135221;0;-0.002063071;;;;;;;;;;;;;;;;;;;;;;
2215;01/09/1994;ET;5.6;-0.003577818;0.12;0.038861096;0;-0.003577818;;;;;;;;;;;;;;;;;;;;;;
2216;01/09/1994;GH;0.098039216;0;0.401960784;0.15942311;0;;0;;;;;;;;;;;;;;;;;;;;;
2217;01/09/1994;GT;5.8109;0.049423346;-0.011501214;0.05771168;0;0.049423346;;;;;;;;;;;;;;;;;;;;;;
2218;01/09/1994;HR;5.7261;-0.006861413;-0.03606057;0.018342324;0;-0.006861413;;;;;;;;;;;;;;;;;;;;;;
2219;01/09/1994;HU;107.88;0.076077353;0.10976237;0.032925025;0;0.076077353;;;;;;;;;;;;;;;;;;;;;;
2220;01/09/1994;ID;2181;0.002766252;0.034629981;0.03629133;0;0.002766252;;;;;;;;;;;;;;;;;;;;;;
2221;01/09/1994;IL;3.013;-0.008177952;0.05202514;0.027151119;0;-0.008177952;;;;;;;;;;;;;;;;;;;;;;
2222;01/09/1994;IN;31.37;-0.000318674;0;0.02397502;0;-0.000318674;;;;;;;;;;;;;;;;;;;;;;
2223;01/09/1994;IQ;1938.662266;0;0;0.050915897;0;0;;;;;;;;;;;;;;;;;;;;;;
2224;01/09/1994;IR;1748.7755;-0.006904689;0.104024937;0.077330664;0;-0.006904689;;;;;;;;;;;;;;;;;;;;;;
2225;01/09/1994;KE;48.0072;-0.019601706;-0.28307015;0.1587987;0;;-0.019601706;;;;;;;;;;;;;;;;;;;;;
2226;01/09/1994;KR;798.90002;-0.001868951;-0.012240331;0.028090145;0;-0.001868951;;;;;;;;;;;;;;;;;;;;;;
2227;01/09/1994;KZ;48;0.01831017;;0.49370235;0;;0.01831017;0.01831017;0.01831017;0.01831017;;;;;;;;;;;;;;;;;;
2228;01/09/1994;LK;49.53;0.002328171;0.007680179;0.02604953;0;0.002328171;;;;;;;;;;;;;;;;;;;;;;
2229;01/09/1994;MA;8.8738;-0.004242831;-0.043524187;0.017631559;0;-0.004242831;;;;;;;;;;;;;;;;;;;;;;
2230;01/09/1994;MM;5.8609;0.021645842;-0.031944238;0.064493306;0;0.021645842;;;;;;;;;;;;;;;;;;;;;;
2231;01/09/1994;MX;3.404;-0.006613951;0.091795497;0.085719965;1;-0.006613951;;;;;;;;;;;;;;;;;;;;;;
2232;01/09/1994;MY;2.5655;-0.015690054;0.005762898;0.010365119;0;-0.015690054;;;;;;;;;;;;;;;;;;;;;;
2233;01/09/1994;NG;21.99590876;0;0.00521303;0.057787385;0;0;;;;;;;;;;;;;;;;;;;;;;
2234;01/09/1994;PH;26;0.009722063;-0.127897226;0.07249177;0;0.009722063;;;;;;;;;;;;;;;;;;;;;;
2235;01/09/1994;PK;30.65;0.001961425;0.02680067;0.033087093;0;0.001961425;;;;;;;;;;;;;;;;;;;;;;
2236;01/09/1994;PL;2.31283122;0.013140312;0.172722672;0.030962968;0;0.013140312;;;;;;;;;;;;;;;;;;;;;;
2237;01/09/1994;PY;1918.12;-0.000560069;0.070379464;0.01247134;0;-0.000560069;;;;;;;;;;;;;;;;;;;;;;
2238;01/09/1994;RU;2.596;0;1.161532057;0.74234337;1;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
2239;01/09/1994;SD;0.387611923;0.046513431;1.248110392;0.6557122;0;;0.046513431;0.046513431;0.046513431;0.046513431;0.046513431;0.046513431;;;;;;;;;;;;;;;;
2240;01/09/1994;SG;1.4838;-0.008855406;-0.065440574;0.013092313;0;-0.008855406;;;;;;;;;;;;;;;;;;;;;;
2241;01/09/1994;TH;24.97;-0.000399521;-0.009126984;0.039454482;0;-0.000399521;;;;;;;;;;;;;;;;;;;;;;
2242;01/09/1994;TR;0.0340729;0.062357478;1.817341506;0.18766586;0;;0.062357478;;;;;;;;;;;;;;;;;;;;;
2243;01/09/1994;TZ;525.146;0.008467744;0.106980003;0.030020315;0;0.008467744;;;;;;;;;;;;;;;;;;;;;;
2244;01/09/1994;UA;0.28;0.051282051;3.690117253;0.97301257;1;;0.051282051;0.051282051;0.051282051;0.051282051;0.051282051;0.051282051;0.051282051;0.051282051;0.051282051;;;;;;;;;;;;;
2245;01/09/1994;UG;920.48;-0.036084799;-0.214701316;0.014771974;0;-0.036084799;;;;;;;;;;;;;;;;;;;;;;
2246;01/09/1994;UY;5.57;0.046259843;0.339264246;0.051653396;0;0.046259843;;;;;;;;;;;;;;;;;;;;;;
2248;01/09/1994;VN;11000;0.000454959;0.022304833;0.03578717;0;0.000454959;;;;;;;;;;;;;;;;;;;;;;
2249;01/09/1994;ZA;3.5645;-0.023417291;0.037851216;0.027593542;0;-0.023417291;;;;;;;;;;;;;;;;;;;;;;
2250;01/10/1994;AF;42.315;0;-0.011857708;0.067410916;0;0;;;;;;;;;;;;;;;;;;;;;;
2251;01/10/1994;AO;0.000413372;0.038110793;62.59569231;0.9689001;1;;0.038110793;0.038110793;0.038110793;0.038110793;0.038110793;0.038110793;0.038110793;0.038110793;0.038110793;;;;;;;;;;;;;
2252;01/10/1994;AR;0.9995;0;0;0.08231815;0;0;;;;;;;;;;;;;;;;;;;;;;
2253;01/10/1994;AZ;0.32;0.6;12.68691189;0.89056295;1;;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;;;;;;;;;;;;;;
2254;01/10/1994;BD;40.25;0;0.010037641;0.025446447;0;0;;;;;;;;;;;;;;;;;;;;;;
2255;01/10/1994;BG;0.064922;0.070190778;1.199850908;0.6392705;0;;0.070190778;0.070190778;0.070190778;0.070190778;0.070190778;0.070190778;;;;;;;;;;;;;;;;
2256;01/10/1994;BR;0.846;-0.040494938;12.37068966;0.11300684;0;;-0.040494938;;;;;;;;;;;;;;;;;;;;;
2257;01/10/1994;CD;0.025999997;0.272189349;854.2631579;0.95423734;1;;0.272189349;0.272189349;0.272189349;0.272189349;0.272189349;0.272189349;0.272189349;0.272189349;0.272189349;;;;;;;;;;;;;
2258;01/10/1994;CL;409.68;-0.01597078;-0.005293061;0.006221655;0;-0.01597078;;;;;;;;;;;;;;;;;;;;;;
2259;01/10/1994;CO;838.54999;0.031483536;-0.067116868;0.03875406;0;0.031483536;;;;;;;;;;;;;;;;;;;;;;
2260;01/10/1994;CR;161.81;0.008824456;0.095679848;0.026189547;0;0.008824456;;;;;;;;;;;;;;;;;;;;;;
2261;01/10/1994;CZ;27.292;-0.014427317;-0.072426333;0.04903331;0;-0.014427317;;;;;;;;;;;;;;;;;;;;;;
2262;01/10/1994;DO;12.87;0.0296;0.0296;0.038021438;0;0.0296;;;;;;;;;;;;;;;;;;;;;;
2263;01/10/1994;DZ;40.9625;0.060575731;0.719718883;0.062206913;0;0.060575731;;;;;;;;;;;;;;;;;;;;;;
2264;01/10/1994;EG;3.391;0;0.007870365;0.038152657;0;0;;;;;;;;;;;;;;;;;;;;;;
2265;01/10/1994;ET;5.6;0.005385996;0.12;0.049292915;0;0.005385996;;;;;;;;;;;;;;;;;;;;;;
2266;01/10/1994;GH;0.101010101;0.009803922;0.393939394;0.09402581;0;0.009803922;;;;;;;;;;;;;;;;;;;;;;
2267;01/10/1994;GT;5.76793;0.003477955;-0.011328381;0.04807983;0;0.003477955;;;;;;;;;;;;;;;;;;;;;;
2268;01/10/1994;HR;5.4919;-0.020777755;-0.198204717;0.02172858;0;-0.020777755;;;;;;;;;;;;;;;;;;;;;;
2269;01/10/1994;HU;107.49;-0.015873016;0.086635665;0.025862895;0;-0.015873016;;;;;;;;;;;;;;;;;;;;;;
2270;01/10/1994;ID;2186;0.002758621;0.037986705;0.03629133;0;0.002758621;;;;;;;;;;;;;;;;;;;;;;
2271;01/10/1994;IL;3.009;-0.006266491;0.029421827;0.03233074;0;-0.006266491;;;;;;;;;;;;;;;;;;;;;;
2272;01/10/1994;IN;31.37;0;0;0.030689802;0;0;;;;;;;;;;;;;;;;;;;;;;
2273;01/10/1994;IQ;1938.662266;0;0;0.050915897;0;0;;;;;;;;;;;;;;;;;;;;;;
2274;01/10/1994;IR;1757.1056;-0.001445207;0.109283838;0.077330664;0;-0.001445207;;;;;;;;;;;;;;;;;;;;;;
2275;01/10/1994;KE;41.2678;-0.124155986;-0.402469307;0.017428705;0;-0.124155986;;;;;;;;;;;;;;;;;;;;;;
2276;01/10/1994;KR;796.90002;-0.002746174;-0.013981663;0.028090145;0;-0.002746174;;;;;;;;;;;;;;;;;;;;;;
2277;01/10/1994;KZ;49.55;0.039861352;;0.53314906;0;;0.039861352;0.039861352;0.039861352;0.039861352;0.039861352;;;;;;;;;;;;;;;;;
2278;01/10/1994;LK;49.23;0.000403959;-0.000740869;0.018752383;0;0.000403959;;;;;;;;;;;;;;;;;;;;;;
2279;01/10/1994;MA;8.7251;-0.020454571;-0.086644753;0.021435471;0;-0.020454571;;;;;;;;;;;;;;;;;;;;;;
2280;01/10/1994;MM;5.762;-0.011335841;-0.067365899;0.05101726;0;-0.011335841;;;;;;;;;;;;;;;;;;;;;;
2281;01/10/1994;MX;3.43;0.007279399;0.100205286;0.099871725;1;0.007279399;;;;;;;;;;;;;;;;;;;;;;
2282;01/10/1994;MY;2.553;0.00477813;-0.001954652;0.013252995;0;0.00477813;;;;;;;;;;;;;;;;;;;;;;
2283;01/10/1994;NG;21.99736032;0;0.005279366;0.032889802;0;0;;;;;;;;;;;;;;;;;;;;;;
2284;01/10/1994;PH;24.928;-0.018275185;-0.135375117;0.03923145;0;-0.018275185;;;;;;;;;;;;;;;;;;;;;;
2285;01/10/1994;PK;30.65;0;0.019966722;0.055120777;0;0;;;;;;;;;;;;;;;;;;;;;;
2286;01/10/1994;PL;2.317122928;0.018817322;0.176387129;0.030198514;0;0.018817322;;;;;;;;;;;;;;;;;;;;;;
2287;01/10/1994;PY;1919.1;0.004561619;0.064983352;0.01593659;0;0.004561619;;;;;;;;;;;;;;;;;;;;;;
2288;01/10/1994;RU;2.596;0.307808564;1.188870152;0.7559365;1;;0.307808564;0.307808564;0.307808564;0.307808564;0.307808564;0.307808564;0.307808564;;;;;;;;;;;;;;;
2289;01/10/1994;SD;0.390030812;0;0.794102734;0.735969;1;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
2290;01/10/1994;SG;1.4711;-0.010668089;-0.068039278;0.013092313;0;-0.010668089;;;;;;;;;;;;;;;;;;;;;;
2291;01/10/1994;TH;24.92;-0.001998401;-0.016574586;0.060047247;0;-0.001998401;;;;;;;;;;;;;;;;;;;;;;
2292;01/10/1994;TR;0.035859;0.033013289;1.762632694;0.18766586;0;;0.033013289;;;;;;;;;;;;;;;;;;;;;
2293;01/10/1994;TZ;526.155;0.019057876;0.157811905;0.030020315;0;0.019057876;;;;;;;;;;;;;;;;;;;;;;
2294;01/10/1994;UA;0.786;0.365853659;12.16582915;0.9546972;1;;0.365853659;0.365853659;0.365853659;0.365853659;0.365853659;0.365853659;0.365853659;0.365853659;0.365853659;;;;;;;;;;;;;
2295;01/10/1994;UG;918.79;0.001708546;-0.215534097;0.015608494;0;0.001708546;;;;;;;;;;;;;;;;;;;;;;
2296;01/10/1994;UY;5.387;0.047977422;0.269620551;0.045719486;0;0.047977422;;;;;;;;;;;;;;;;;;;;;;
2298;01/10/1994;VN;11007;0.000454752;0.020111214;0.03578717;0;0.000454752;;;;;;;;;;;;;;;;;;;;;;
2299;01/10/1994;ZA;3.5025;-0.006134114;0.044431191;0.03429811;0;-0.006134114;;;;;;;;;;;;;;;;;;;;;;
2300;01/11/1994;AF;42.315;0;-0.011857708;0.067410916;1;0;;;;;;;;;;;;;;;;;;;;;;
2301;01/11/1994;AO;0.000470296;1.94271497;71.35323077;0.9589583;1;;1.94271497;1.94271497;1.94271497;1.94271497;1.94271497;1.94271497;1.94271497;1.94271497;1.94271497;;;;;;;;;;;;;
2302;01/11/1994;AR;0.9987;0;0.0002003;0.107822716;0;;0;;;;;;;;;;;;;;;;;;;;;
2303;01/11/1994;AZ;0.32;0;12.68691189;0.9425495;1;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
2304;01/11/1994;BD;40.25;0;0.010037641;0.035234585;0;0;;;;;;;;;;;;;;;;;;;;;;
2305;01/11/1994;BG;0.065035;0.06079966;1.086461341;0.6067693;0;;0.06079966;0.06079966;0.06079966;0.06079966;0.06079966;0.06079966;;;;;;;;;;;;;;;;
2306;01/11/1994;BR;0.845;-0.008206331;8.847232816;0.11300684;0;;-0.008206331;;;;;;;;;;;;;;;;;;;;;
2307;01/11/1994;CD;0.031999996;0.209302326;779.4878049;0.95423734;1;;0.209302326;0.209302326;0.209302326;0.209302326;0.209302326;0.209302326;0.209302326;0.209302326;0.209302326;;;;;;;;;;;;;
2308;01/11/1994;CL;416.43;-0.006113537;-0.009278424;0.006221655;0;-0.006113537;;;;;;;;;;;;;;;;;;;;;;
2309;01/11/1994;CO;829.03003;-0.004097399;-0.087031661;0.10166446;0;;-0.004097399;;;;;;;;;;;;;;;;;;;;;
2310;01/11/1994;CR;163.59;0.010996564;0.092639594;0.026189547;0;0.010996564;;;;;;;;;;;;;;;;;;;;;;
2311;01/11/1994;CZ;28.133;-0.023192555;-0.056636041;0.037751228;0;-0.023192555;;;;;;;;;;;;;;;;;;;;;;
2312;01/11/1994;DO;12.87;0;0.0296;0.038209207;0;0;;;;;;;;;;;;;;;;;;;;;;
2313;01/11/1994;DZ;42.5006;0.001459558;0.764564719;0.060208373;0;0.001459558;;;;;;;;;;;;;;;;;;;;;;
2314;01/11/1994;EG;3.397;0.001476669;0.008311072;0.031565722;0;0.001476669;;;;;;;;;;;;;;;;;;;;;;
2315;01/11/1994;ET;5.95;0;0.19;0.056473274;0;0;;;;;;;;;;;;;;;;;;;;;;
2316;01/11/1994;GH;0.104166667;0.03030303;0.354166667;0.10635419;0;;0.03030303;;;;;;;;;;;;;;;;;;;;;
2317;01/11/1994;GT;5.61184;-0.007394724;-0.038798567;0.045583628;0;-0.007394724;;;;;;;;;;;;;;;;;;;;;;
2318;01/11/1994;HR;5.6979;-0.040900438;-0.107300368;0.016534256;0;-0.040900438;;;;;;;;;;;;;;;;;;;;;;
2319;01/11/1994;HU;111.41;-0.003615128;0.114211421;0.025862895;0;-0.003615128;;;;;;;;;;;;;;;;;;;;;;
2320;01/11/1994;ID;2193;0.002292526;0.041310541;0.031748176;0;0.002292526;;;;;;;;;;;;;;;;;;;;;;
2321;01/11/1994;IL;3.031;-0.00132758;0.02019522;0.028600162;0;-0.00132758;;;;;;;;;;;;;;;;;;;;;;
2322;01/11/1994;IN;31.39;0;0.000637552;0.035873555;0;0;;;;;;;;;;;;;;;;;;;;;;
2323;01/11/1994;IQ;1938.662266;0;0;0.050915897;0;0;;;;;;;;;;;;;;;;;;;;;;
2324;01/11/1994;IR;1752.0011;0.00476339;0.018315367;0.08238162;0;0.00476339;;;;;;;;;;;;;;;;;;;;;;
2325;01/11/1994;KE;45.9478;-0.140383109;-0.331658642;0.034851488;0;-0.140383109;;;;;;;;;;;;;;;;;;;;;;
2326;01/11/1994;KR;794.29999;-0.002503442;-0.016468537;0.04236235;0;-0.002503442;;;;;;;;;;;;;;;;;;;;;;
2327;01/11/1994;KZ;52.1;0.032291667;10.08510638;0.16022286;0;;0.032291667;;;;;;;;;;;;;;;;;;;;;
2328;01/11/1994;LK;49.43;-0.006056935;0.000151753;0.013781794;0;-0.006056935;;;;;;;;;;;;;;;;;;;;;;
2329;01/11/1994;MA;9.0071;-0.016757195;-0.06418768;0.024503449;0;-0.016757195;;;;;;;;;;;;;;;;;;;;;;
2330;01/11/1994;MM;5.885;-0.016874541;-0.053127816;0.05806793;0;-0.016874541;;;;;;;;;;;;;;;;;;;;;;
2331;01/11/1994;MX;3.4498;0.007638073;0.108369478;0.30507025;1;;0.007638073;0.007638073;0.007638073;;;;;;;;;;;;;;;;;;;
2332;01/11/1994;MY;2.5575;-0.004872345;-0.000390854;0.009830617;0;-0.004872345;;;;;;;;;;;;;;;;;;;;;;
2333;01/11/1994;NG;21.99736032;6.60E-05;0.005279366;0.03100439;0;6.59921E-05;;;;;;;;;;;;;;;;;;;;;;
2334;01/11/1994;PH;23.879;-0.041230769;-0.145897418;0.03923145;0;-0.041230769;;;;;;;;;;;;;;;;;;;;;;
2335;01/11/1994;PK;30.7;0;0.021630616;0.06804577;0;0;;;;;;;;;;;;;;;;;;;;;;
2336;01/11/1994;PL;2.303249733;0.001855608;0.125872079;0.022462608;0;0.001855608;;;;;;;;;;;;;;;;;;;;;;
2337;01/11/1994;PY;1921.98;0.000510917;0.058942149;0.011512463;0;0.000510917;;;;;;;;;;;;;;;;;;;;;;
2338;01/11/1994;RU;2.596;0;1.138385502;0.74234337;1;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
2339;01/11/1994;SD;0.394804374;0.006240493;0.816060642;0.6735564;1;;0.006240493;0.006240493;0.006240493;0.006240493;0.006240493;0.006240493;;;;;;;;;;;;;;;;
2340;01/11/1994;SG;1.4638;-0.008559105;-0.085810642;0.013092313;0;-0.008559105;;;;;;;;;;;;;;;;;;;;;;
2341;01/11/1994;TH;25.05;-0.002002403;-0.014555468;0.060047247;0;-0.002002403;;;;;;;;;;;;;;;;;;;;;;
2342;01/11/1994;TR;0.0363595;0.052419958;1.646781561;0.16438214;0;;0.052419958;;;;;;;;;;;;;;;;;;;;;
2343;01/11/1994;TZ;525.254;0.00192137;0.148638232;0.02488798;0;0.00192137;;;;;;;;;;;;;;;;;;;;;;
2344;01/11/1994;UA;1.086;1.807142857;14.31734838;0.51573205;1;;1.807142857;1.807142857;1.807142857;1.807142857;1.807142857;;;;;;;;;;;;;;;;;
2345;01/11/1994;UG;925.32;-0.001835999;-0.203086648;0.02441326;0;-0.001835999;;;;;;;;;;;;;;;;;;;;;;
2346;01/11/1994;UY;5.515;-0.032854578;0.274260628;0.021875111;0;-0.032854578;;;;;;;;;;;;;;;;;;;;;;
2348;01/11/1994;VN;11035;0.000636364;0.019164165;0.03578717;0;0.000636364;;;;;;;;;;;;;;;;;;;;;;
2349;01/11/1994;ZA;3.5525;-0.017393744;0.055563809;0.044982903;0;-0.017393744;;;;;;;;;;;;;;;;;;;;;;
2350;01/12/1994;AF;42.315;0;-0.011857708;0.067410916;1;0;;;;;;;;;;;;;;;;;;;;;;
2351;01/12/1994;AO;0.000509262;0.137706473;77.348;0.9678729;1;;0.137706473;0.137706473;0.137706473;0.137706473;0.137706473;0.137706473;0.137706473;0.137706473;0.137706473;;;;;;;;;;;;;
2352;01/12/1994;AR;0.9995;-0.0008004;0.001001502;0.06658618;0;-0.0008004;;;;;;;;;;;;;;;;;;;;;;
2353;01/12/1994;AZ;0.8364;0;34.44067797;0.9425495;1;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
2354;01/12/1994;BD;40.25;0;0.010037641;0.025446447;0;0;;;;;;;;;;;;;;;;;;;;;;
2355;01/12/1994;BG;0.066015;0.00174055;1.018128458;0.3875911;0;;0.00174055;0.00174055;0.00174055;;;;;;;;;;;;;;;;;;;
2356;01/12/1994;BR;0.846;-0.001182033;6.134205241;0.11300684;0;;-0.001182033;;;;;;;;;;;;;;;;;;;;;
2357;01/12/1994;CD;0.032499996;0.230769231;91.85714286;0.93924737;1;;0.230769231;0.230769231;0.230769231;0.230769231;0.230769231;0.230769231;0.230769231;0.230769231;0.230769231;;;;;;;;;;;;;
2358;01/12/1994;CL;404.09;0.016476274;-0.0625232;0.00796439;0;0.016476274;;;;;;;;;;;;;;;;;;;;;;
2359;01/12/1994;CO;831.27002;-0.011352883;-0.093815746;0.052663364;0;-0.011352883;;;;;;;;;;;;;;;;;;;;;;
2360;01/12/1994;CR;165.07;0.011000556;0.090002641;0.026189547;0;0.011000556;;;;;;;;;;;;;;;;;;;;;;
2361;01/12/1994;CZ;28.049;0.030814891;-0.063628776;0.047899965;0;0.030814891;;;;;;;;;;;;;;;;;;;;;;
2362;01/12/1994;DO;12.87;0;0.0296;0.038209207;0;0;;;;;;;;;;;;;;;;;;;;;;
2363;01/12/1994;DZ;42.8925;0.037548978;0.778074866;0.062206913;0;0.037548978;;;;;;;;;;;;;;;;;;;;;;
2364;01/12/1994;EG;3.391;0.00176939;0.005694288;0.10649073;0;;0.00176939;;;;;;;;;;;;;;;;;;;;;
2365;01/12/1994;ET;5.95;0.0625;0.19;0.04325879;0;0.0625;;;;;;;;;;;;;;;;;;;;;;
2366;01/12/1994;GH;0.105263158;0.03125;0.284210526;0.1547655;0;;0.03125;;;;;;;;;;;;;;;;;;;;;
2367;01/12/1994;GT;5.64853;-0.027061702;-0.028664436;0.039984472;0;-0.027061702;;;;;;;;;;;;;;;;;;;;;;
2368;01/12/1994;HR;5.6287;0.037509787;-0.142218437;0.012752697;0;0.037509787;;;;;;;;;;;;;;;;;;;;;;
2369;01/12/1994;HU;110.69;0.036468509;0.099205561;0.051387727;0;0.036468509;;;;;;;;;;;;;;;;;;;;;;
2370;01/12/1994;ID;2200;0.003202196;0.042654028;0.042379864;0;0.003202196;;;;;;;;;;;;;;;;;;;;;;
2371;01/12/1994;IL;3.018;0.007311399;0.010716678;0.034552533;0;0.007311399;;;;;;;;;;;;;;;;;;;;;;
2372;01/12/1994;IN;31.38;0.000637552;0;0.022888688;0;0.000637552;;;;;;;;;;;;;;;;;;;;;;
2373;01/12/1994;IQ;1938.662266;0;0;0.050915897;0;0;;;;;;;;;;;;;;;;;;;;;;
2374;01/12/1994;IR;1735.9696;-0.002905062;-0.012847649;0.077330664;0;-0.002905062;;;;;;;;;;;;;;;;;;;;;;
2375;01/12/1994;KE;44.8389;0.113405609;-0.342182207;0.03657513;0;0.113405609;;;;;;;;;;;;;;;;;;;;;;
2376;01/12/1994;KR;788.7;-0.00326268;-0.024006906;0.04236235;0;-0.00326268;;;;;;;;;;;;;;;;;;;;;;
2377;01/12/1994;KZ;54.26;0.051463169;7.599049128;0.14264685;0;;0.051463169;;;;;;;;;;;;;;;;;;;;;
2378;01/12/1994;LK;49.98;0.004062563;0.008444054;0.021402908;0;0.004062563;;;;;;;;;;;;;;;;;;;;;;
2379;01/12/1994;MA;8.9596;0.032320546;-0.071659483;0.027322553;0;0.032320546;;;;;;;;;;;;;;;;;;;;;;
2380;01/12/1994;MM;5.903;0.021346755;-0.054854618;0.064493306;0;0.021346755;;;;;;;;;;;;;;;;;;;;;;
2381;01/12/1994;MX;5.325;0.005772595;0.714478895;0.4985027;1;;0.005772595;0.005772595;0.005772595;0.005772595;;;;;;;;;;;;;;;;;;
2382;01/12/1994;MY;2.56;0.001762632;-0.052378308;0.022850163;0;0.001762632;;;;;;;;;;;;;;;;;;;;;;
2383;01/12/1994;NG;21.99736032;0;0.005279366;0.021398919;0;0;;;;;;;;;;;;;;;;;;;;;;
2384;01/12/1994;PH;24.418;-0.042081194;-0.11845193;0.032392662;0;-0.042081194;;;;;;;;;;;;;;;;;;;;;;
2385;01/12/1994;PK;30.8;0.001631321;0.022576361;0.033087093;0;0.001631321;;;;;;;;;;;;;;;;;;;;;;
2386;01/12/1994;PL;2.400262289;-0.00598725;0.14617291;0.019519325;0;-0.00598725;;;;;;;;;;;;;;;;;;;;;;
2387;01/12/1994;PY;1924.7;0.001500703;0.023776596;0.011512463;0;0.001500703;;;;;;;;;;;;;;;;;;;;;;
