;year;ISO2 Code;ENDE_XDC_USD_RATE;exchange_change;exchange_change_12m;pred;precrisis;<0.1;>0.1;>0.2;>0.3;>0.4;>0.5;>0.6;>0.7;>0.8;>0.9;;;;;;;;;;;;;
11107;01/07/2009;CD;789.73;-0.024913281;0.412022386;0.074685685;0;-0.024913281;;;;;;;;;;;;;;;;;;;;;;
11108;01/07/2009;CL;541.9;-0.062995891;0.077807391;0.044919245;0;-0.062995891;;;;;;;;;;;;;;;;;;;;;;
11109;01/07/2009;CO;2043.37;-0.000890228;0.140120743;0.019925589;0;-0.000890228;;;;;;;;;;;;;;;;;;;;;;
11110;01/07/2009;CR;586.245;-0.002695838;0.062866001;0.072861806;0;-0.002695838;;;;;;;;;;;;;;;;;;;;;;
11111;01/07/2009;CZ;18.084;-0.037212236;0.178648243;0.009423809;0;-0.037212236;;;;;;;;;;;;;;;;;;;;;;
11112;01/07/2009;DO;36.0789;0.000416638;0.045428862;0.0181504;0;0.000416638;;;;;;;;;;;;;;;;;;;;;;
11113;01/07/2009;DZ;73.0431;0.008258159;0.190887748;0.040726256;0;0.008258159;;;;;;;;;;;;;;;;;;;;;;
11114;01/07/2009;EG;5.5377;-0.004171941;0.045460552;0.008984283;0;-0.004171941;;;;;;;;;;;;;;;;;;;;;;
11115;01/07/2009;ET;12.4721;0.006315358;0.292137625;0.038244825;0;0.006315358;;;;;;;;;;;;;;;;;;;;;;
11116;01/07/2009;GH;1.4858;0.02285357;0.389637112;0.08442093;0;0.02285357;;;;;;;;;;;;;;;;;;;;;;
11117;01/07/2009;GT;8.24346;0.004010417;0.10962804;0.04557197;0;0.004010417;;;;;;;;;;;;;;;;;;;;;;
11118;01/07/2009;HR;5.209672;5.69E-05;0.12445015;0.025382904;0;5.6877E-05;;;;;;;;;;;;;;;;;;;;;;
11119;01/07/2009;HU;189.08;-0.0375;0.276963598;0.04871421;0;-0.0375;;;;;;;;;;;;;;;;;;;;;;
11120;01/07/2009;ID;9920;-0.011121857;0.087957886;0.067353815;0;-0.011121857;;;;;;;;;;;;;;;;;;;;;;
11121;01/07/2009;IL;3.79;-0.009853461;0.09221902;0.006735355;0;-0.009853461;;;;;;;;;;;;;;;;;;;;;;
11122;01/07/2009;IN;48.155;0.012476211;0.133458868;0.007699122;0;0.012476211;;;;;;;;;;;;;;;;;;;;;;
11123;01/07/2009;IQ;1170;0;-0.017632242;0.050312072;0;0;;;;;;;;;;;;;;;;;;;;;;
11124;01/07/2009;IR;9963;0.028166097;0.07371484;0.02738759;0;0.028166097;;;;;;;;;;;;;;;;;;;;;;
11125;01/07/2009;KE;76.61;-0.015188258;0.137997623;0.007936199;0;-0.015188258;;;;;;;;;;;;;;;;;;;;;;
11126;01/07/2009;KR;1228.5;0.015059761;0.213692946;0.033925444;0;0.015059761;;;;;;;;;;;;;;;;;;;;;;
11127;01/07/2009;KZ;150.71;-6.65E-05;0.253931275;0.13114277;0;;-6.64717E-05;;;;;;;;;;;;;;;;;;;;;
11128;01/07/2009;LK;114.9033;-0.000161838;0.068555789;0.017368568;0;-0.000161838;;;;;;;;;;;;;;;;;;;;;;
11129;01/07/2009;MA;7.9892;-0.000237515;0.091361128;0.049540546;0;-0.000237515;;;;;;;;;;;;;;;;;;;;;;
11130;01/07/2009;MM;5.5405;-0.009789385;0.044746568;0.014524211;0;-0.009789385;;;;;;;;;;;;;;;;;;;;;;
11131;01/07/2009;MX;13.2643;0.003290524;0.318387834;0.01897592;0;0.003290524;;;;;;;;;;;;;;;;;;;;;;
11132;01/07/2009;MY;3.52;0.00427655;0.078761876;0.022382652;0;0.00427655;;;;;;;;;;;;;;;;;;;;;;
11133;01/07/2009;NG;151.2475;0.000340832;0.284415473;0.06378307;0;0.000340832;;;;;;;;;;;;;;;;;;;;;;
11134;01/07/2009;PH;48.121;0.015983848;0.090190304;0.005942945;0;0.015983848;;;;;;;;;;;;;;;;;;;;;;
11135;01/07/2009;PK;83.2423;0.004978614;0.164377794;0.013297278;0;0.004978614;;;;;;;;;;;;;;;;;;;;;;
11136;01/07/2009;PL;2.9525;-0.00248334;0.439611878;0.028049836;0;-0.00248334;;;;;;;;;;;;;;;;;;;;;;
11137;01/07/2009;PY;4990;-0.003964321;0.2475;0.023925968;0;-0.003964321;;;;;;;;;;;;;;;;;;;;;;
11138;01/07/2009;RU;31.7555;0.009879197;0.354433241;0.508686;0;;0.009879197;0.009879197;0.009879197;0.009879197;0.009879197;;;;;;;;;;;;;;;;;
11139;01/07/2009;SD;2.4236;0.009430756;0.17093439;0.10074742;0;;0.009430756;;;;;;;;;;;;;;;;;;;;;
11140;01/07/2009;SG;1.4408;-0.000482592;0.053524422;0.03981835;0;-0.000482592;;;;;;;;;;;;;;;;;;;;;;
11141;01/07/2009;TH;33.9905;-0.010299069;0.015138754;0.017802171;0;-0.010299069;;;;;;;;;;;;;;;;;;;;;;
11142;01/07/2009;TR;1.47265;-0.006371083;0.270402001;0.06908999;0;-0.006371083;;;;;;;;;;;;;;;;;;;;;;
11143;01/07/2009;TZ;1325.5;0.002942748;0.138667446;0.017622128;0;0.002942748;;;;;;;;;;;;;;;;;;;;;;
11144;01/07/2009;UA;7.698;0.001509424;0.588821696;0.1672952;0;;0.001509424;;;;;;;;;;;;;;;;;;;;;
11145;01/07/2009;UG;2104.49;-0.076176836;0.282705488;0.008100317;0;-0.076176836;;;;;;;;;;;;;;;;;;;;;;
11146;01/07/2009;UY;23.25;8.55E-05;0.21125293;0.011795282;0;8.54701E-05;;;;;;;;;;;;;;;;;;;;;;
11148;01/07/2009;VN;16967;0.000885583;0.028614732;0.050551977;0;0.000885583;;;;;;;;;;;;;;;;;;;;;;
11149;01/07/2009;ZA;7.805;-0.033333333;0.064802183;0.028155675;0;-0.033333333;;;;;;;;;;;;;;;;;;;;;;
11150;01/08/2009;AF;49.84;-0.003191065;-0.005983247;0.005693541;0;-0.003191065;;;;;;;;;;;;;;;;;;;;;;
11151;01/08/2009;AO;77.806;0;0.037067644;0.058762625;0;0;;;;;;;;;;;;;;;;;;;;;;
11152;01/08/2009;AR;3.831;0.008737093;0.272757475;0.09628232;0;0.008737093;;;;;;;;;;;;;;;;;;;;;;
11153;01/08/2009;AZ;0.8039;0.000248725;-0.011679371;0.12059164;0;;0.000248725;;;;;;;;;;;;;;;;;;;;;
11154;01/08/2009;BD;69.06;0;0.007880911;0.008339938;0;0;;;;;;;;;;;;;;;;;;;;;;
11155;01/08/2009;BG;1.3704;-0.000289059;0.032471936;0.04624527;0;-0.000289059;;;;;;;;;;;;;;;;;;;;;;
11156;01/08/2009;BR;1.8732;-0.03470404;0.146669931;0.017765848;0;-0.03470404;;;;;;;;;;;;;;;;;;;;;;
11157;01/08/2009;CD;824.89;0.044381554;0.475890573;0.0936939;0;0.044381554;;;;;;;;;;;;;;;;;;;;;;
11158;01/08/2009;CL;550.64;0.024250099;0.066160668;0.030667786;0;0.024250099;;;;;;;;;;;;;;;;;;;;;;
11159;01/08/2009;CO;2035;-0.066314828;0.066578615;0.02424382;0;-0.066314828;;;;;;;;;;;;;;;;;;;;;;
11160;01/08/2009;CR;589.005;0.019095713;0.065802331;0.03265607;0;0.019095713;;;;;;;;;;;;;;;;;;;;;;
11161;01/08/2009;CZ;17.782;-0.01277432;0.059461392;0.011492803;0;-0.01277432;;;;;;;;;;;;;;;;;;;;;;
11162;01/08/2009;DO;36.1232;0.001704727;0.033089097;0.011292135;0;0.001704727;;;;;;;;;;;;;;;;;;;;;;
11163;01/08/2009;DZ;72.9822;-0.000733275;0.197992791;0.05580735;0;-0.000733275;;;;;;;;;;;;;;;;;;;;;;
11164;01/08/2009;EG;5.517;-0.008557873;0.029829015;0.008984283;0;-0.008557873;;;;;;;;;;;;;;;;;;;;;;
11165;01/08/2009;ET;12.5062;0.103969905;0.292951223;0.038244825;0;0.103969905;;;;;;;;;;;;;;;;;;;;;;
11166;01/08/2009;GH;1.4619;0.009032258;0.309828868;0.08442093;0;0.009032258;;;;;;;;;;;;;;;;;;;;;;
11167;01/08/2009;GT;8.27989;0.011913223;0.11354699;0.035776597;0;0.011913223;;;;;;;;;;;;;;;;;;;;;;
11168;01/08/2009;HR;5.107545;0.000992409;0.051156231;0.03084661;0;0.000992409;;;;;;;;;;;;;;;;;;;;;;
11169;01/08/2009;HU;190.36;-0.021679516;0.176586934;0.03651171;0;-0.021679516;;;;;;;;;;;;;;;;;;;;;;
11170;01/08/2009;ID;10060;-0.029828851;0.099093193;0.08184683;0;-0.029828851;;;;;;;;;;;;;;;;;;;;;;
11171;01/08/2009;IL;3.811;-0.03291656;0.06096882;0.006598268;0;-0.03291656;;;;;;;;;;;;;;;;;;;;;;
11172;01/08/2009;IN;48.885;0.005743525;0.116478246;0.007699122;0;0.005743525;;;;;;;;;;;;;;;;;;;;;;
11173;01/08/2009;IQ;1170;0;-0.010989011;0.047228985;0;0;;;;;;;;;;;;;;;;;;;;;;
11174;01/08/2009;IR;9925;0.003424313;0.03785423;0.022694817;0;0.003424313;;;;;;;;;;;;;;;;;;;;;;
11175;01/08/2009;KE;76.23;-0.007128046;0.109122654;0.008100317;0;-0.007128046;;;;;;;;;;;;;;;;;;;;;;
11176;01/08/2009;KR;1248.9;-0.03563859;0.146831956;0.03238301;0;-0.03563859;;;;;;;;;;;;;;;;;;;;;;
11177;01/08/2009;KZ;150.8;0.001861331;0.260342666;0.1176476;0;;0.001861331;;;;;;;;;;;;;;;;;;;;;
11178;01/08/2009;LK;114.8054;-6.70E-05;0.064617776;0.012763922;0;-6.70084E-05;;;;;;;;;;;;;;;;;;;;;;
11179;01/08/2009;MA;7.9156;-0.001050315;0.026094396;0.049540546;0;-0.001050315;;;;;;;;;;;;;;;;;;;;;;
11180;01/08/2009;MM;5.4949;-0.000469052;0.005084963;0.006838147;0;-0.000469052;;;;;;;;;;;;;;;;;;;;;;
11181;01/08/2009;MX;13.2462;0.004696151;0.306060875;0.02291774;0;0.004696151;;;;;;;;;;;;;;;;;;;;;;
11182;01/08/2009;MY;3.5215;-0.000709723;0.038943797;0.03061703;0;-0.000709723;;;;;;;;;;;;;;;;;;;;;;
11183;01/08/2009;NG;151.4191;0.02044293;0.28620368;0.06272149;0;0.02044293;;;;;;;;;;;;;;;;;;;;;;
11184;01/08/2009;PH;48.906;-0.003870994;0.070504542;0.004640465;0;-0.003870994;;;;;;;;;;;;;;;;;;;;;;
11185;01/08/2009;PK;83.1036;0.022763351;0.091956923;0.010363793;0;0.022763351;;;;;;;;;;;;;;;;;;;;;;
11186;01/08/2009;PL;2.8675;-0.069580563;0.263716892;0.024196586;0;-0.069580563;;;;;;;;;;;;;;;;;;;;;;
11187;01/08/2009;PY;4960;-0.006965174;0.243107769;0.023925968;0;-0.006965174;;;;;;;;;;;;;;;;;;;;;;
11188;01/08/2009;RU;31.5687;0.014863984;0.284486652;0.2679023;0;;0.014863984;0.014863984;;;;;;;;;;;;;;;;;;;;
11189;01/08/2009;SD;2.442;0.019947816;0.165465566;0.05848319;0;0.019947816;;;;;;;;;;;;;;;;;;;;;;
11190;01/08/2009;SG;1.4419;-0.006207753;0.01829096;0.027084488;0;-0.006207753;;;;;;;;;;;;;;;;;;;;;;
11191;01/08/2009;TH;33.9654;0.000320781;-0.004463959;0.018807018;0;0.000320781;;;;;;;;;;;;;;;;;;;;;;
11192;01/08/2009;TR;1.499;-0.036476053;0.273090152;0.06369245;0;-0.036476053;;;;;;;;;;;;;;;;;;;;;;
11193;01/08/2009;TZ;1316.58;0.008575364;0.130373563;0.021288836;0;0.008575364;;;;;;;;;;;;;;;;;;;;;;
11194;01/08/2009;UA;7.989;0.008872521;0.64867821;0.23867771;0;;0.008872521;0.008872521;;;;;;;;;;;;;;;;;;;;
11195;01/08/2009;UG;2055.495;0.019580199;0.249552428;0.010363793;0;0.019580199;;;;;;;;;;;;;;;;;;;;;;
11196;01/08/2009;UY;22.532;-0.006495171;0.170068027;0.013605923;0;-0.006495171;;;;;;;;;;;;;;;;;;;;;;
11198;01/08/2009;VN;16974;0.000825813;0.029039103;0.027048506;0;0.000825813;;;;;;;;;;;;;;;;;;;;;;
11199;01/08/2009;ZA;7.785;0.015614834;0.010382868;0.061550368;0;0.015614834;;;;;;;;;;;;;;;;;;;;;;
11200;01/09/2009;AF;49.45;-0.00280112;-0.02040412;0.006979978;0;-0.00280112;;;;;;;;;;;;;;;;;;;;;;
11201;01/09/2009;AO;77.806;0;0.037053821;0.03252274;0;0;;;;;;;;;;;;;;;;;;;;;;
11202;01/09/2009;AR;3.823;0.005511811;0.227287319;0.050299905;0;0.005511811;;;;;;;;;;;;;;;;;;;;;;
11203;01/09/2009;AZ;0.8035;-0.000497327;-0.004337051;0.056692373;0;-0.000497327;;;;;;;;;;;;;;;;;;;;;;
11204;01/09/2009;BD;69.06;0;0.007957405;0.008339938;0;0;;;;;;;;;;;;;;;;;;;;;;
11205;01/09/2009;BG;1.3357;-0.009397137;-0.023182682;0.04624527;0;-0.009397137;;;;;;;;;;;;;;;;;;;;;;
11206;01/09/2009;BR;1.792;-0.003775993;-0.063496211;0.01458421;0;-0.003775993;;;;;;;;;;;;;;;;;;;;;;
11207;01/09/2009;CD;860.13;0.044521545;0.524458545;0.0936939;0;0.044521545;;;;;;;;;;;;;;;;;;;;;;
11208;01/09/2009;CL;546.07;0.016128437;-0.011584339;0.035061937;0;0.016128437;;;;;;;;;;;;;;;;;;;;;;
11209;01/09/2009;CO;1922;-0.004096174;-0.116167422;0.011297422;0;-0.004096174;;;;;;;;;;;;;;;;;;;;;;
11210;01/09/2009;CR;587.11;0.004707929;0.058943419;0.020032182;0;0.004707929;;;;;;;;;;;;;;;;;;;;;;
11211;01/09/2009;CZ;17.178;-0.016699845;-0.003885184;0.008215411;0;-0.016699845;;;;;;;;;;;;;;;;;;;;;;
11212;01/09/2009;DO;36.1359;0.001227864;0.032124006;0.015549298;0;0.001227864;;;;;;;;;;;;;;;;;;;;;;
11213;01/09/2009;DZ;72.5363;-0.000833754;0.193685028;0.052441187;0;-0.000833754;;;;;;;;;;;;;;;;;;;;;;
11214;01/09/2009;EG;5.4897;-0.003738014;0.00673024;0.008984283;0;-0.003738014;;;;;;;;;;;;;;;;;;;;;;
11215;01/09/2009;ET;12.5377;0.002734103;0.293613289;0.040986158;1;0.002734103;;;;;;;;;;;;;;;;;;;;;;
11216;01/09/2009;GH;1.4514;-0.01608561;0.279330101;0.05357203;0;-0.01608561;;;;;;;;;;;;;;;;;;;;;;
11217;01/09/2009;GT;8.34082;0.004419261;0.113644678;0.04557197;0;0.004419261;;;;;;;;;;;;;;;;;;;;;;
11218;01/09/2009;HR;4.9995;-0.019603345;0.0076738;0.024035325;0;-0.019603345;;;;;;;;;;;;;;;;;;;;;;
11219;01/09/2009;HU;184.79;0.006769621;0.092462312;0.04634327;0;0.006769621;;;;;;;;;;;;;;;;;;;;;;
11220;01/09/2009;ID;9681;0.014112903;0.032309661;0.060177438;0;0.014112903;;;;;;;;;;;;;;;;;;;;;;
11221;01/09/2009;IL;3.758;0.005540897;0.098509208;0.008445598;0;0.005540897;;;;;;;;;;;;;;;;;;;;;;
11222;01/09/2009;IN;48.04;0.015159381;0.023543198;0.008297686;0;0.015159381;;;;;;;;;;;;;;;;;;;;;;
11223;01/09/2009;IQ;1170;0;-0.007633588;0.057354357;0;0;;;;;;;;;;;;;;;;;;;;;;
11224;01/09/2009;IR;9899;-0.003814112;0.020199938;0.025614288;0;-0.003814112;;;;;;;;;;;;;;;;;;;;;;
11225;01/09/2009;KE;75;-0.004960188;0.024310298;0.008100317;0;-0.004960188;;;;;;;;;;;;;;;;;;;;;;
11226;01/09/2009;KR;1178.1;0.016605617;-0.023943662;0.033925444;0;0.016605617;;;;;;;;;;;;;;;;;;;;;;
11227;01/09/2009;KZ;150.95;0.000597173;0.259911527;0.1176476;0;;0.000597173;;;;;;;;;;;;;;;;;;;;;
11228;01/09/2009;LK;114.8091;-0.000852021;0.063962427;0.009315908;0;-0.000852021;;;;;;;;;;;;;;;;;;;;;;
11229;01/09/2009;MA;7.7717;-0.009212437;-0.015792006;0.040905435;0;-0.009212437;;;;;;;;;;;;;;;;;;;;;;
11230;01/09/2009;MM;5.4474;-0.008230304;-0.013456001;0.006838147;0;-0.008230304;;;;;;;;;;;;;;;;;;;;;;
11231;01/09/2009;MX;13.5042;-0.001364565;0.251327384;0.013693502;0;-0.001364565;;;;;;;;;;;;;;;;;;;;;;
11232;01/09/2009;MY;3.4745;0.000426136;0.004916847;0.019999936;0;0.000426136;;;;;;;;;;;;;;;;;;;;;;
11233;01/09/2009;NG;148.7932;0.001134564;0.263898421;0.05229993;0;0.001134564;;;;;;;;;;;;;;;;;;;;;;
11234;01/09/2009;PH;47.393;0.016313044;0.037386451;0.004868146;0;0.016313044;;;;;;;;;;;;;;;;;;;;;;
11235;01/09/2009;PK;83.1765;-0.00166622;0.065880272;0.006909862;0;-0.00166622;;;;;;;;;;;;;;;;;;;;;;
11236;01/09/2009;PL;2.8852;-0.028789162;0.216973174;0.020292789;0;-0.028789162;;;;;;;;;;;;;;;;;;;;;;
11237;01/09/2009;PY;4890;-0.006012024;0.2225;0.023925968;0;-0.006012024;;;;;;;;;;;;;;;;;;;;;;
11238;01/09/2009;RU;30.0922;-0.005882446;0.191940237;0.11112844;0;;-0.005882446;;;;;;;;;;;;;;;;;;;;;
11239;01/09/2009;SD;2.3094;0.007592012;0.077447047;0.089004226;0;0.007592012;;;;;;;;;;;;;;;;;;;;;;
11240;01/09/2009;SG;1.4141;0.000763465;-0.01208607;0.028598016;0;0.000763465;;;;;;;;;;;;;;;;;;;;;;
11241;01/09/2009;TH;33.5102;-0.000738442;-0.014458058;0.017802171;0;-0.000738442;;;;;;;;;;;;;;;;;;;;;;
11242;01/09/2009;TR;1.48055;0.017892914;0.199262889;0.06791818;0;0.017892914;;;;;;;;;;;;;;;;;;;;;;
11243;01/09/2009;TZ;1312.7;-0.006729536;0.128825598;0.015656909;0;-0.006729536;;;;;;;;;;;;;;;;;;;;;;
11244;01/09/2009;UA;8.01;0.037802027;0.647809093;0.30524108;0;;0.037802027;0.037802027;0.037802027;;;;;;;;;;;;;;;;;;;
11245;01/09/2009;UG;1923.985;-0.023281175;0.152055783;0.006637955;0;-0.023281175;;;;;;;;;;;;;;;;;;;;;;
11246;01/09/2009;UY;21.45;-0.03088172;0.000466418;0.00732107;0;-0.03088172;;;;;;;;;;;;;;;;;;;;;;
11248;01/09/2009;VN;16991;0.000412566;0.028697705;0.017370056;0;0.000412566;;;;;;;;;;;;;;;;;;;;;;
11249;01/09/2009;ZA;7.44;-0.00256246;-0.100362757;0.017752862;0;-0.00256246;;;;;;;;;;;;;;;;;;;;;;
11250;01/10/2009;AF;49.27;-0.00782504;-0.023969889;0.006979978;0;-0.00782504;;;;;;;;;;;;;;;;;;;;;;
11251;01/10/2009;AO;84.261;0;0.123045756;0.10318216;0;;0;;;;;;;;;;;;;;;;;;;;;
11252;01/10/2009;AR;3.799;-0.002088228;0.127969121;0.031945106;0;-0.002088228;;;;;;;;;;;;;;;;;;;;;;
11253;01/10/2009;AZ;0.8032;-0.000497574;-0.007782582;0.06554357;0;-0.000497574;;;;;;;;;;;;;;;;;;;;;;
11254;01/10/2009;BD;69.15;0;0.007284788;0.008339938;0;0;;;;;;;;;;;;;;;;;;;;;;
11255;01/10/2009;BG;1.3215;-0.025321074;-0.138021003;0.019556608;0;-0.025321074;;;;;;;;;;;;;;;;;;;;;;
11256;01/10/2009;BR;1.7105;-0.043348281;-0.191061717;0.011157742;0;-0.043348281;;;;;;;;;;;;;;;;;;;;;;
11257;01/10/2009;CD;882.62;0.042720848;0.541990601;0.11053724;0;;0.042720848;;;;;;;;;;;;;;;;;;;;;
11258;01/10/2009;CL;531.74;-0.008299433;-0.200342878;0.017369846;0;-0.008299433;;;;;;;;;;;;;;;;;;;;;;
11259;01/10/2009;CO;2006.18;-0.055528256;-0.149750797;0.008801183;0;-0.055528256;;;;;;;;;;;;;;;;;;;;;;
11260;01/10/2009;CR;581.59;-0.00321729;0.046655809;0.013689716;0;-0.00321729;;;;;;;;;;;;;;;;;;;;;;
11261;01/10/2009;CZ;17.883;-0.033966933;-0.058343426;0.010021785;0;-0.033966933;;;;;;;;;;;;;;;;;;;;;;
11262;01/10/2009;DO;36.1631;0.000351575;0.029378611;0.02423826;0;0.000351575;;;;;;;;;;;;;;;;;;;;;;
11263;01/10/2009;DZ;72.3463;-0.006109709;0.07859458;0.05580735;0;-0.006109709;;;;;;;;;;;;;;;;;;;;;;
11264;01/10/2009;EG;5.4586;-0.004948341;-0.017848789;0.007515883;0;-0.004948341;;;;;;;;;;;;;;;;;;;;;;
11265;01/10/2009;ET;12.5653;0.002518751;0.268837726;0.03719068;1;0.002518751;;;;;;;;;;;;;;;;;;;;;;
11266;01/10/2009;GH;1.4416;-0.007182434;0.246519671;0.05357203;0;-0.007182434;;;;;;;;;;;;;;;;;;;;;;
11267;01/10/2009;GT;8.29946;0.007358793;0.09870014;0.029466217;0;0.007358793;;;;;;;;;;;;;;;;;;;;;;
11268;01/10/2009;HR;4.867522;-0.021153999;-0.110135072;0.020143691;0;-0.021153999;;;;;;;;;;;;;;;;;;;;;;
11269;01/10/2009;HU;183.71;-0.029260349;-0.103197462;0.032116015;0;-0.029260349;;;;;;;;;;;;;;;;;;;;;;
11270;01/10/2009;ID;9545;-0.037673956;-0.131878126;0.024556058;0;-0.037673956;;;;;;;;;;;;;;;;;;;;;;
11271;01/10/2009;IL;3.746;-0.013907111;-0.009780597;0.008151494;0;-0.013907111;;;;;;;;;;;;;;;;;;;;;;
11272;01/10/2009;IN;46.96;-0.017285466;-0.04640065;0.006014079;0;-0.017285466;;;;;;;;;;;;;;;;;;;;;;
11273;01/10/2009;IQ;1170;0;-0.005102041;0.03393613;0;0;;;;;;;;;;;;;;;;;;;;;;
11274;01/10/2009;IR;9948;-0.002619647;-0.006094515;0.029152604;0;-0.002619647;;;;;;;;;;;;;;;;;;;;;;
11275;01/10/2009;KE;75.24;-0.01613538;-0.055367232;0.010003564;0;-0.01613538;;;;;;;;;;;;;;;;;;;;;;
11276;01/10/2009;KR;1182.5;-0.056689887;-0.084043377;0.010817132;0;-0.056689887;;;;;;;;;;;;;;;;;;;;;;
11277;01/10/2009;KZ;150.74;0.000994695;0.258158751;0.06167665;0;0.000994695;;;;;;;;;;;;;;;;;;;;;;
11278;01/10/2009;LK;114.8034;3.22E-05;0.049832654;0.012059959;0;3.22284E-05;;;;;;;;;;;;;;;;;;;;;;
11279;01/10/2009;MA;7.6825;-0.018179292;-0.117704481;0.03361728;0;-0.018179292;;;;;;;;;;;;;;;;;;;;;;
11280;01/10/2009;MM;5.4142;-0.008644379;-0.05279916;0.016462592;0;-0.008644379;;;;;;;;;;;;;;;;;;;;;;
11281;01/10/2009;MX;13.2823;0.019477284;0.028503508;0.012022769;0;0.019477284;;;;;;;;;;;;;;;;;;;;;;
11282;01/10/2009;MY;3.4075;-0.013346585;-0.043508772;0.011260732;0;-0.013346585;;;;;;;;;;;;;;;;;;;;;;
11283;01/10/2009;NG;150.6314;-0.017341934;0.279402934;0.05001091;0;-0.017341934;;;;;;;;;;;;;;;;;;;;;;
11284;01/10/2009;PH;47.732;-0.030936899;-0.020801707;0.004640465;0;-0.030936899;;;;;;;;;;;;;;;;;;;;;;
11285;01/10/2009;PK;83.652;0.000877218;0.024855678;0.008895285;0;0.000877218;;;;;;;;;;;;;;;;;;;;;;
11286;01/10/2009;PL;2.8595;0.006172624;0.004320034;0.022604655;0;0.006172624;;;;;;;;;;;;;;;;;;;;;;
11287;01/10/2009;PY;4865;-0.014112903;0.051891892;0.015841058;0;-0.014112903;;;;;;;;;;;;;;;;;;;;;;
11288;01/10/2009;RU;29.0488;-0.046771011;0.094405305;0.028636169;0;-0.046771011;;;;;;;;;;;;;;;;;;;;;;
11289;01/10/2009;SD;2.2709;-0.054299754;0.023527291;0.05480997;0;-0.054299754;;;;;;;;;;;;;;;;;;;;;;
11290;01/10/2009;SG;1.3968;-0.019280117;-0.056662389;0.0191078;0;-0.019280117;;;;;;;;;;;;;;;;;;;;;;
11291;01/10/2009;TH;33.385;-0.013401874;-0.044119121;0.017802171;0;-0.013401874;;;;;;;;;;;;;;;;;;;;;;
11292;01/10/2009;TR;1.4862;-0.012308205;-0.049774624;0.06569024;0;-0.012308205;;;;;;;;;;;;;;;;;;;;;;
11293;01/10/2009;TZ;1321.16;-0.002947029;0.032599945;0.013689716;0;-0.002947029;;;;;;;;;;;;;;;;;;;;;;
11294;01/10/2009;UA;8;0.002628614;0.388792445;0.072862774;0;0.002628614;;;;;;;;;;;;;;;;;;;;;;
11295;01/10/2009;UG;1883.795;-0.063979723;0.001491236;0.008200446;0;-0.063979723;;;;;;;;;;;;;;;;;;;;;;
11296;01/10/2009;UY;20.8;-0.048020593;-0.101511879;0.004533964;0;-0.048020593;;;;;;;;;;;;;;;;;;;;;;
11298;01/10/2009;VN;17010;0.001001532;0.030222276;0.033254553;0;0.001001532;;;;;;;;;;;;;;;;;;;;;;
11299;01/10/2009;ZA;7.71;-0.044315992;-0.237388724;0.021610608;0;-0.044315992;;;;;;;;;;;;;;;;;;;;;;
11300;01/11/2009;AF;48.9;-0.00364004;-0.063756462;0.006979978;0;-0.00364004;;;;;;;;;;;;;;;;;;;;;;
11301;01/11/2009;AO;87.947;0.082962754;0.172235921;0.06689041;0;0.082962754;;;;;;;;;;;;;;;;;;;;;;
11302;01/11/2009;AR;3.791;-0.006277792;0.130629287;0.031945106;0;-0.006277792;;;;;;;;;;;;;;;;;;;;;;
11303;01/11/2009;AZ;0.8024;-0.000373367;-0.006807773;0.033437427;0;-0.000373367;;;;;;;;;;;;;;;;;;;;;;
11304;01/11/2009;BD;69.04;0.001303215;0.003488372;0.006852859;0;0.001303215;;;;;;;;;;;;;;;;;;;;;;
11305;01/11/2009;BG;1.3019;-0.01063113;-0.152850078;0.019556608;0;-0.01063113;;;;;;;;;;;;;;;;;;;;;;
11306;01/11/2009;BR;1.7435;-0.045479911;-0.252454658;0.0136022;0;-0.045479911;;;;;;;;;;;;;;;;;;;;;;
11307;01/11/2009;CD;909.27;0.02614721;0.546246068;0.11053724;0;;0.02614721;;;;;;;;;;;;;;;;;;;;;
11308;01/11/2009;CL;495.84;-0.026242057;-0.248077885;0.021146152;0;-0.026242057;;;;;;;;;;;;;;;;;;;;;;
11309;01/11/2009;CO;1997.47;0.043798127;-0.140540424;0.016604628;0;0.043798127;;;;;;;;;;;;;;;;;;;;;;
11310;01/11/2009;CR;554.255;-0.009401986;0.043824213;0.012560123;0;-0.009401986;;;;;;;;;;;;;;;;;;;;;;
11311;01/11/2009;CZ;17.39;0.041040866;-0.12211621;0.019520909;0;0.041040866;;;;;;;;;;;;;;;;;;;;;;
11312;01/11/2009;DO;36.1554;0.000752714;0.013145101;0.022981877;0;0.000752714;;;;;;;;;;;;;;;;;;;;;;
11313;01/11/2009;DZ;72.1859;-0.002619378;0.026131666;0.034385055;0;-0.002619378;;;;;;;;;;;;;;;;;;;;;;
11314;01/11/2009;EG;5.4585;-0.005665155;-0.008860966;0.007515883;0;-0.005665155;;;;;;;;;;;;;;;;;;;;;;
11315;01/11/2009;ET;12.598;0.002201361;0.269601322;0.032587253;1;0.002201361;;;;;;;;;;;;;;;;;;;;;;
11316;01/11/2009;GH;1.4322;-0.006752101;0.216099176;0.03566384;0;-0.006752101;;;;;;;;;;;;;;;;;;;;;;
11317;01/11/2009;GT;8.31841;-0.004958745;0.085305392;0.032114014;0;-0.004958745;;;;;;;;;;;;;;;;;;;;;;
11318;01/11/2009;HR;4.9059;-0.02639824;-0.114354412;0.020143691;0;-0.02639824;;;;;;;;;;;;;;;;;;;;;;
