year,ISO2 Code,AIP_SA_IX,ENSE_XDC_XDR_RATE,FIMM_PA,LUR_PT,PCPI_IX,RAFAGOLDV_OZT,RAXG_USD,TMG_CIF_XDC,TXG_FOB_XDC,ISO Code
2009-07-01,BR,91.093315901291,2.92072733147141,9.00584025289959,,95.4957784880151,1.08045982431999,206348.568886592,22659.610251046,27327.1893450084,BRA
2009-08-01,BR,92.2699787546985,2.93354882357363,8.65,,95.6389794523205,1.08045982431999,214711.668912001,20794.7973043273,25533.3370775218,BRA
2009-09-01,BR,94.0349730348096,2.83919868687061,8.65,,95.8685505049627,1.08045982431999,220552.837057225,23841.6564385613,25222.6799586413,BRA
2009-10-01,BR,95.1135806504331,2.71950827856159,8.65,,96.1369720434366,1.08045982431999,229998.940097024,23226.415872647,24474.2385670633,BRA
2009-11-01,BR,97.172740643896,2.80735144465484,8.65,,96.5312563128695,1.08045982431999,235389.87882162,21843.6257244973,21835.8554346314,BRA
2009-12-01,BR,97.172740643896,2.728408590317,8.64954543457719,,96.8882954884472,1.08045982431999,237364.464789493,22586.372948872,25308.3427102121,BRA
2010-01-01,BR,99.329955875143,2.88333765916872,8.64949997813951,,97.6148958970195,1.08045982431999,239318.276698247,21538.5066281759,20116.4622214925,BRA
2010-02-01,BR,99.0357901617911,2.81321025666176,8.65,,98.3761727722845,1.08045982431999,239884.968893503,22899.8299991402,22457.9600717775,BRA
2010-03-01,BR,100.114397777415,2.72433148057335,8.65,,98.8876506560033,1.08045982431999,242560.993957328,28265.8919940774,28080.5607938626,BRA
2010-04-01,BR,101.291060630822,2.61393068807215,8.72226966424534,,99.4514643181566,1.08045982431999,246017.655257672,25680.4291565891,26625.6645769214,BRA
2010-05-01,BR,100.800784441902,2.70096937083042,9.39000000000001,,99.8791407407011,1.08045982431999,248541.294051816,27257.1414387205,32090.9236023561,BRA
2010-06-01,BR,100.702729204118,2.67206956727499,9.93661688982486,,99.8791407407011,1.08045982431999,251769.451039256,28242.4560491186,30873.8020479279,BRA
2010-07-01,BR,99.7221768262788,2.67790165487793,10.3188453664576,,99.8890941709555,1.08045982431999,256035.871368226,30485.1477667632,31267.5810080472,BRA
2010-08-01,BR,99.329955875143,2.65312065716152,10.66,,99.9289078919732,1.08045982431999,259973.454492474,31242.5039185628,33839.7162286318,BRA
2010-09-01,BR,99.5260663507109,2.65252195780864,10.66,,100.378417645398,1.08045982431999,273793.362075945,32161.1179049596,32360.5631385948,BRA
2010-10-01,BR,99.6241215884948,2.67486510148235,10.66,,101.131346482386,1.08045982431999,283475.095655055,29390.3883215549,30936.0818690538,BRA
2010-11-01,BR,99.8202320640627,2.6339479160945,10.66,,101.970645407709,1.08045982431999,283966.234457841,31416.1894428869,30297.1622502475,BRA
2010-12-01,BR,100.702729204118,2.59619057005926,10.66,,102.613123276712,1.08045982431999,287056.03725354,27835.5652269509,35414.684603458,BRA
2011-01-01,BR,100.898839679686,2.61999184669283,10.8530659756654,,103.464944259453,1.08045982431999,296262.662917534,26145.8266745763,25476.6513660233,BRA
2011-02-01,BR,102.663833959797,2.61393595801846,11.1694999786351,,104.292684362546,1.08045982431999,305991.77923118,27235.5941432941,27902.9001125576,BRA
