,year,ISO2 Code,AIP_SA_IX,ENDE_XDC_USD_RATE,FIMM_PA,PCPI_IX,RAFAGOLDV_OZT,RAXG_USD,TMG_CIF_XDC,TXG_FOB_XDC,ISO Code,PCTOT,BCAXF_BP6_USD,FASMB_XDC,NGDP_R_K_IX,IXOB,General government,Private non-financial sector,debt_service,month,couprisk
10913,2004-06-01,MA,,9.0271,2.363,88.4035091785133,0.708025425,13922.352807815,14162.8,7275.5,MAR,99.1795120239258,,,,,,,,06,0.001093489117920399
10914,2004-07-01,MA,,9.1062,2.305,88.2971910676552,0.708013255,13910.8110162569,13689.5,7630.2,MAR,99.2361907958984,1060.88633413684,114731.00597027,77.1268225081424,,,,,07,0.0008981878636404873
10915,2004-08-01,MA,,9.0533,2.388,89.2008950099491,0.708013255,14719.4325944948,11449.5,6253.8,MAR,99.3287200927734,,,,,,,,08,0.0008991143549792469
10916,2004-09-01,MA,,8.8864,2.273,89.5198493425233,0.708,14921.2192297183,12402.7,6917.8,MAR,99.4064407348633,,,,,,,,09,0.0009001376456581056
10917,2004-10-01,MA,,8.6913,2.286,89.7856446196686,0.708021295,15090.4559224982,13733.5,7186.5,MAR,99.4498291015625,71.2869670678234,123873.10559471,76.7278442641225,,,,,10,0.0008997440454550087
10918,2004-11-01,MA,,8.3964,2.426,89.6261674533815,0.708021295,15407.2163013599,13853.4,7316.1,MAR,99.3621826171875,,,,,,,,11,0.0008765048696659505
10919,2004-12-01,MA,,8.2177,2.315,88.8287816219457,0.708021295,16336.6240216054,14030.7,8254.5,MAR,99.5217056274414,,,,,,,,12,0.0009001608705148102
10920,2005-01-01,MA,,8.5313,2.335,89.0414178436619,0.708021295,16480.6367128076,12357.1,6787,MAR,99.5962905883789,280.804723685606,124004.53605269,76.5758525130276,,,,,01,0.0009933463297784328
10921,2005-02-01,MA,,8.4158,2.982,89.3603721762362,0.708,16871.1190263901,12772.2,7581.8,MAR,99.7047805786133,,,,,,,,02,0.0009957519359886646
10922,2005-03-01,MA,,8.5577,2.332,89.5730083979524,0.708021295,16783.6044254181,16364.9,9203.1,MAR,99.8715057373047,,,,,,,,03,0.0009954548440873623
10923,2005-04-01,MA,,8.5899,2.33,89.5198493425233,0.708021295,16383.6087888353,15623.8,8342.9,MAR,99.8492813110352,-633.079133468215,123765.06311962,78.0402902557096,,,,,04,0.0011027117725461721
10924,2005-05-01,MA,,8.9205,2.32,89.5730083979524,0.708021295,15328.048277927,16163.9,7959.6,MAR,99.7909164428711,,,,,,,,05,0.0012816855451092124
10925,2005-06-01,MA,,9.0744,4.306,88.8287816219457,0.708021295,14668.6941044567,15991.8,7857.8,MAR,99.9004135131836,,,,,,,,06,0.0009332625777460637
10926,2005-07-01,MA,,9.0494,3.761,88.7224635110876,0.708021295,14904.5365185097,15935.1,8517.2,MAR,99.9498291015625,972.874831115471,134780.23964635,79.7623984951968,,,,,07,0.0011754189617931845
10927,2005-08-01,MA,,8.9888,2.76,89.3603721762362,0.708021295,15710.80766502,15108.2,6895,MAR,99.9508056640625,,,,,,,,08,0.001173872034996748
10928,2005-09-01,MA,,9.0944,2.26,89.8388036750977,0.708021295,15861.2284573205,15947.7,7615.3,MAR,99.9090118408203,,,,,,,,09,0.003606318961828947
10929,2005-10-01,MA,,9.0981,2.266,90.6893485619625,0.708021295,15805.2062829425,16350.8,8409.9,MAR,99.9672164916992,328.069564460309,140818.13182411,80.8815327170806,,,,,10,0.003560492070391774
10930,2005-11-01,MA,,9.2687,3.294,91.0083028945368,0.708021295,15461.7080248085,16019.7,9248.4,MAR,100.01171875,,,,,,,,11,0.0011466337600722911
10931,2005-12-01,MA,,9.2494,2.398,90.6893485619625,0.708021295,16187.4249492611,15744.6,10846.4,MAR,100.126350402832,,,,,,,,12,0.001155559322796762
10932,2006-01-01,MA,,9.0726,2.359,91.1146210053949,0.708021295,16818.1664708152,15014.1,7536.9,MAR,100.196075439453,338.621840620128,136606.17656456,82.7426574930103,,,,,01,0.000981136690825224
10933,2006-02-01,MA,,9.1963,2.478,91.0614619499658,0.708021295,16738.0071550446,14994.9,9519.6,MAR,100.213928222656,,,,,,,,02,0.0010531148873269556
10934,2006-03-01,MA,,9.056,2.294,91.4335753379692,0.708021295,17157.5383344116,18865.2,10248.6,MAR,100.381607055664,,,,,,,,03,0.001049862359650433
10935,2006-04-01,MA,,8.7858,2.488,92.3372792802631,0.708021295,17710.3632272747,16297,10005.6,MAR,100.636711120605,109.987933428955,142590.325737,85.2955146149811,,,,,04,0.0008023187983781098
10936,2006-05-01,MA,,8.6269,2.535,93.294142277986,0.708021295,18213.0910912451,18877,9623.6,MAR,100.833847045898,,,,,,,,05,0.0010109585709869864
10937,2006-06-01,MA,,8.6794,2.607,92.1778021139759,0.708021295,17846.3553695167,20415.3,10024.9,MAR,100.835609436035,,,,,,,,06,0.0009530278621241449
10938,2006-07-01,MA,,8.6742,3.324,91.5930525042563,0.708,18523.3242214163,17895.2,9395.5,MAR,100.844848632813,902.338714627709,150441.60188373,84.6956910404142,,,,,07,0.0009266154374927283
10939,2006-08-01,MA,,8.6302,3.207,92.6562336128374,0.708,19905.8493315034,18538.5,8037.8,MAR,100.866859436035,,,,,,,,08,0.0009919566800817847
10940,2006-09-01,MA,,8.7297,2.32,93.5599375551312,0.708,20019.2304310275,17064.3,8651.9,MAR,100.649948120117,,,,,,,,09,0.0009026529151014985
10941,2006-10-01,MA,,8.713,2.304,94.4636414974252,0.708,19864.1308635434,16383.9,8210.4,MAR,100.5126953125,-35.6686120864044,160195.25135091,86.9898760211288,,,,,10,0.0009045408223755658
10942,2006-11-01,MA,,8.4421,2.478,94.1978462202799,0.708,20336.9590380701,17770.4,10230.4,MAR,100.569976806641,,,,,,,,11,0.0009328430169261992
10943,2006-12-01,MA,,8.4566,2.55,93.6662556659894,0.708,20340.7184613579,18437.8,10494.1,MAR,100.631278991699,,,,,,,,12,0.0009341827826574444
10944,2007-01-01,MA,,8.5745,2.7,93.6130966105603,0.708,19920.1062151304,18314.3,10265.3,MAR,100.549209594727,472.972919944906,159285.23082028,85.5480484699975,,,,,01,0.0008434127666987479
10945,2007-02-01,MA,,8.4315,2.82,93.3364076550611,0.708,20114.4875477183,17418.4,10621.1,MAR,100.595748901367,,,,,,,,02,0.0008299214532598852
10946,2007-03-01,MA,,8.3875,3.199,93.7053262623934,0.708,20524.785937146,21187.2,11622,MAR,100.657234191895,,,,,,,,03,0.0008305924711748957
10947,2007-04-01,MA,,8.2217,3.61,94.627622780724,0.708,20882.6203883924,20047.2,10054.1,MAR,100.659484863281,-549.616572734686,165753.4432375,87.1872324731822,,,,,04,0.0009755622595548631
10948,2007-05-01,MA,,8.3156,3.194,93.5208669587272,0.708,20538.3199163088,22651.3,10617.3,MAR,100.57608795166,,,,,,,,05,0.0007520774379372598
10949,2007-06-01,MA,,8.281,3.171,93.7975559142264,0.708,21926.5858418534,22115.8,11126.7,MAR,100.436866760254,,,,,,,,06,0.000834831560496241
10950,2007-07-01,MA,,8.1867,3.324,93.7975559142264,0.708,22374.120680415,21316.9,9843.6,MAR,100.502510070801,872.085616522258,179678.4902312,87.6140254869861,,,,,07,0.000835500773973763
10951,2007-08-01,MA,,8.2205,3.361,94.8120820843901,0.708,23404.9655373241,23727.4,8729.7,MAR,100.495315551758,,,,,,,,08,0.0008190455846488477
10952,2007-09-01,MA,,7.9591,3.287,95.9188379063869,0.708,23278.0072742273,20240.6,9953.9,MAR,100.485969543457,,,,,,,,09,0.0008367100381292403
10953,2007-10-01,MA,,7.8353,3.852,96.1955268618861,0.708,23483.8292335962,26505.2,10615.2,MAR,100.578659057617,-1019.71433203355,182333.97042941,88.5667315975871,,,,,10,0.0008376821642741562
10954,2007-11-01,MA,,7.6943,3.873,95.5499192990546,0.708,23824.1756114238,23548.4,10979.2,MAR,100.582397460938,,,,,,,,11,0.0008397956262342633
10955,2007-12-01,MA,,7.7132,3.323,95.7343786027208,0.708,24123.2752144397,24214.8,11088.8,MAR,100.57935333252,,,,,,,,12,0.0008395257755182682
10956,2008-01-01,MA,,7.6489,3.448,95.5499192990546,0.708,24625.636758102,23943.5,11332.6,MAR,100.602470397949,-791.370440381217,185693.07398455,90.5818797874831,,,,,01,0.0007457428146153687
10957,2008-02-01,MA,,7.5163,3.353,95.9188379063869,0.708,24699.6597847654,24873.4,12878.2,MAR,100.617485046387,,,,,,,,02,0.0007465499802492559
10958,2008-03-01,MA,,7.2582,3.151,96.9333640765506,0.708,25668.729695373,24957.7,14139.8,MAR,100.680099487305,,,,,,,,03,0.0007464975351467729
10959,2008-04-01,MA,,7.3656,3.348,97.7634309430482,0.708,25581.1616066978,29220,14289.2,MAR,100.647926330566,-1247.084194039,181799.41020207,92.1040710668156,,,,,04,0.0007454986916854978
10960,2008-05-01,MA,,7.3847,3.153,98.4090385058796,0.708,25819.6073689431,30236.1,18600.8,MAR,100.644676208496,,,,,,,,05,0.0007420345209538938
10961,2008-06-01,MA,,7.2863,3.14,97.9478902467143,0.708,26455.7289863903,29142.8,15192.7,MAR,100.596702575684,,,,,,,,06,0.0007460361812263727
10962,2008-07-01,MA,,7.3204,3.3,98.1323495503805,0.708,26082.9152341332,31172.4,14545.7,MAR,100.726509094238,-1227.20740437987,193134.05882467,93.0403305772779,,,,,07,0.0007462856010533869
10963,2008-08-01,MA,,7.7143,3.321,98.6857274613788,0.708,25550.0069090555,28355.1,12053.1,MAR,100.435913085938,,,,,,,,08,0.000746288918890059
10964,2008-09-01,MA,,7.8964,3.374,99.3313350242103,0.708,24156.4997968323,30790.2,13625.9,MAR,100.216659545898,,,,,,,,09,0.0007477363105863332
10965,2008-10-01,MA,,8.7074,3.594,99.3313350242103,0.708,21297.7221401365,29468.7,12142.5,MAR,99.7108459472656,-2393.12265464587,191260.44033341,92.6830826918955,,,,,10,0.0007495492463931441
10966,2008-11-01,MA,,8.6849,3.71,99.1468757205442,0.708,20825.253538865,22156.3,9945.7,MAR,99.4163665771484,,,,,,,,11,0.0007256417302414775
10967,2008-12-01,MA,,8.0982,3.57,99.6080239797095,0.708,22103.7752038162,21726,6993.7,MAR,99.1690292358398,,,,,,,,12,0.0007509329589083791
10968,2009-01-01,MA,,8.6312,3.46,98.870186765045,0.708,20987.7645238678,18348.2,8696,MAR,99.264274597168,-961.095500678044,182451.18003194,92.1696335499288,,,,,01,0.0008220722666010262
10969,2009-02-01,MA,,8.7637,3.29,99.0546460687111,0.708,20705.6090060954,22068.9,8469.1,MAR,99.1976928710938,,,,,,,,02,0.0008234255365096033
10970,2009-03-01,MA,,8.3912,3.45,99.6080239797095,0.708,21611.9055053127,20252.2,10576.9,MAR,99.3866195678711,,,,,,,,03,0.0007241638377308847
10971,2009-04-01,MA,,8.4251,3.25,100.161401890708,0.708,21267.1243784001,21898.8,9722.3,MAR,99.5758819580078,-1659.2587491341,184616.651354193,96.6320382749746,,,,,04,0.0008246098295785488
10972,2009-05-01,MA,,7.9995,3.08,98.5934978095458,0.708,21754.2248790199,23278.4,10475.5,MAR,99.8471450805664,,,,,,,,05,0.0008005755371414125
10973,2009-06-01,MA,,7.9976,3.29,97.3945123357159,0.708,21243.5708001416,22868.5,9883,MAR,99.9408264160156,,,,,,,,06,0.0008246529614552855
