year;FIMM_PA;BCAXF_BP6_USD;NGDP_R_K_IX;credit_private;debt_service;month;couprisk;gdp_growth;credit_growth;inflation;stock_growth;exchange_change;exchange_12a;industrial_growth;commodities_growth;reserves_gdp;imports_gdp;exports_gdp;year2;Country_AF;Country_BD;Country_BO;Country_BR;Country_CH;Country_CL;Country_CO;Country_CR;Country_DZ;Country_EC;Country_EG;Country_ET;Country_GH;Country_ID;Country_IN;Country_KR;Country_MA;Country_MM;Country_MX;Country_MY;Country_NG;Country_PH;Country_PK;Country_PY;Country_RU;Country_SA;Country_SD;Country_TH;Country_TR;Country_TZ;Country_UA;Country_UG;Country_UY;Country_UZ;Country_VN;Country_ZA
01/01/1990;;;;;;-1.582132038;0.454197034;;;;;;;;;;;;19900101;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/02/1990;;;;;;-1.292101654;0.579370518;;;;;-0.088133426;;;;;;;19900201;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/03/1990;;;;;;-1.00207127;0.359712024;;;;;-0.088133426;;;;;;;19900301;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/04/1990;;;;;;-0.712040886;0.88247153;;;;;-0.088133426;;;;;;;19900401;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/05/1990;;;;;;-0.422010502;0.793684925;;;;;-0.088133426;;;;;;;19900501;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/06/1990;;;;;;-0.131980119;1.089913006;;;;;-0.088133426;;;;;;;19900601;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/07/1990;;;;;;0.158050265;0.970952732;;;;;-0.088133426;;;;;;;19900701;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/08/1990;;;;;;0.448080649;1.734440042;;;;;-0.088133426;;;;;;;19900801;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/09/1990;;;;;;0.738111033;0.889333219;;;;;-0.088133426;;;;;;;19900901;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/10/1990;;;;;;1.028141417;1.166461547;;;;;-0.088133426;;;;;;;19901001;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/11/1990;;;;;;1.318171801;1.867892103;;;;;-0.088133426;;;;;;;19901101;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/12/1990;;;;;;1.608202185;1.774646871;;;;;-0.088133426;;;;;;;19901201;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/01/1991;;;;;;-1.582132038;0.96211351;;;;;-0.088133426;-0.290175015;;-0.236337545;;;;19910101;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/02/1991;;;;;;-1.292101654;1.077743749;;;;;-0.088133426;-0.290175015;;-0.527145391;;;;19910201;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/03/1991;;;;;;-1.00207127;1.238660437;;;;;-0.088133426;-0.290175015;;-0.639976954;;;;19910301;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/04/1991;;;;;;-0.712040886;0.737425655;;;;;-0.088133426;-0.290175015;;-0.556128009;;;;19910401;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/05/1991;;;;;;-0.422010502;1.008106099;;;;;-0.088133426;-0.290175015;;-0.543788904;;;;19910501;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/06/1991;;;;;;-0.131980119;1.180667919;;;;;-0.088133426;-0.290175015;;-0.540047956;;;;19910601;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/07/1991;;;;;;0.158050265;0.802086125;;;;;-0.088133426;-0.290175015;;-0.659438889;;;;19910701;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/08/1991;;;;;;0.448080649;0.847795413;;;;;-0.088133426;-0.290175015;;-0.933677003;;;;19910801;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/09/1991;;;;;;0.738111033;1.449654323;;;;;-0.088133426;-0.290175015;;-1.130275738;;;;19910901;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/10/1991;;;;;;1.028141417;0.988083216;;;;;-0.088133426;-0.290175015;;-1.065307452;;;;19911001;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/11/1991;;;;;;1.318171801;0.527444849;;;;;-0.088133426;-0.290175015;;-1.007584915;;;;19911101;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/12/1991;;;;;;1.608202185;0.485148531;;;;;-0.088133426;-0.290175015;;-1.110266304;;;;19911201;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/01/1992;;;;;;-1.582132038;0.835638841;;;;;-0.088133426;-0.290175015;;-1.175608501;;;;19920101;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/02/1992;;;;;;-1.292101654;0.900357548;;;;;-0.088133426;-0.290175015;;-0.909481405;;;;19920201;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/03/1992;;;;;;-1.00207127;0.91957877;;;;;-0.088133426;-0.290175015;;-0.8253382;;;;19920301;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/04/1992;;;;;;-0.712040886;1.218136108;;;;;-0.088133426;-0.290175015;;-0.735864493;;;;19920401;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/05/1992;;;;;;-0.422010502;4.8388651;;;;;-0.088133426;-0.290175015;;-0.654139949;;;;19920501;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/06/1992;;;;;;-0.131980119;5.681703209;;;;;-0.088133426;-0.290175015;;-0.534568001;;;;19920601;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/07/1992;;;;;;0.158050265;4.841844181;;;;;-0.088133426;-0.290175015;;-0.459113013;;;;19920701;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/08/1992;;;;;;0.448080649;3.112701443;;;;;-0.088133426;-0.290175015;;-0.420153284;;;;19920801;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/09/1992;;;;;;0.738111033;5.086016571;;;;;-0.088133426;-0.290175015;;-0.269429586;;;;19920901;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/10/1992;;;;;;1.028141417;3.184015642;;;;;-0.088133426;-0.290175015;;-0.397396464;;;;19921001;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/11/1992;;;;;;1.318171801;6.095347247;;;;;-0.088133426;-0.290175015;;-0.45431086;;;;19921101;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/12/1992;;;;;;1.608202185;4.683701882;;;;;-0.088133426;-0.290175015;;-0.224491888;;;;19921201;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/01/1993;;;;;;-1.582132038;0.960796372;;;;;-0.088133426;-0.290175015;;-0.224479829;;;;19930101;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/02/1993;;;;;;-1.292101654;1.958799045;;;;;-0.088133426;-0.290175015;;-0.124728534;;;;19930201;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/03/1993;;;;;;-1.00207127;0.942656076;;;;;-0.088133426;-0.290175015;;-0.071521012;;;;19930301;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/04/1993;;;;;;-0.712040886;2.00580529;;;;;-0.088133426;-0.290175015;;-0.249383716;;;;19930401;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/05/1993;;;;;;-0.422010502;0.961701821;;;;;-0.088133426;-0.290175015;;-0.390259162;;;;19930501;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/06/1993;;;;;;-0.131980119;0.655829014;;;;;-0.088133426;-0.290175015;;-0.572518937;;;;19930601;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/07/1993;;;;;;0.158050265;1.072286457;;;;;-0.088133426;-0.290175015;;-0.645217305;;;;19930701;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/08/1993;;;;;;0.448080649;1.68680204;;;;;-0.088133426;-0.290175015;;-0.517659441;;;;19930801;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/09/1993;;;;;;0.738111033;0.676461551;;;;;-0.088133426;-0.290175015;;-0.606296525;;;;19930901;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/10/1993;;;;;;1.028141417;1.937259714;;;;;-0.088133426;-0.290175015;;-0.435007486;;;;19931001;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/11/1993;;;;;;1.318171801;1.638393705;;;;;-0.088133426;-0.290175015;;-0.366970374;;;;19931101;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/12/1993;;;;;;1.608202185;0.648246099;;;;;-0.088133426;-0.290175015;;-0.406452462;;;;19931201;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/01/1994;;;;;;-1.582132038;0.4277821;;;;;-0.572824877;-0.420753532;;-0.170137519;;;;19940101;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/02/1994;;;;;;-1.292101654;0.597143522;;;;;-0.088133426;-0.420753532;;0.054231992;;;;19940201;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/03/1994;;;;;;-1.00207127;1.661729903;;;;;-0.142568965;-0.435262257;;0.061225987;;;;19940301;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/04/1994;;;;;;-0.712040886;0.186828655;;;;;-0.088133426;-0.435262257;;0.2152925;;;;19940401;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/05/1994;;;;;;-0.422010502;0.446213097;;;;;-0.088133426;-0.435262257;;0.399572851;;;;19940501;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/06/1994;;;;;;-0.131980119;1.226700677;;;;;-0.088133426;-0.435262257;;0.622696452;;;;19940601;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/07/1994;;;;;;0.158050265;1.523628938;;;;;-0.088133426;-0.435262257;;0.643717087;;;;19940701;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/08/1994;;;;;;0.448080649;1.623473507;;;;;-0.088133426;-0.435262257;;0.585301069;;;;19940801;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/09/1994;;;;;;0.738111033;0.283406614;;;;;-0.088133426;-0.435262257;;0.647407446;;;;19940901;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/10/1994;;;;;;1.028141417;1.349126103;;;;;-0.088133426;-0.435262257;;0.560555288;;;;19941001;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/11/1994;;;;;;1.318171801;1.563060629;;;;;-0.088133426;-0.435262257;;0.718713789;;;;19941101;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/12/1994;;;;;;1.608202185;0.390642475;;;;;-0.088133426;-0.435262257;;0.858719627;;;;19941201;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/01/1995;;;;;;-1.582132038;0.225084282;;;;;-8.33657007;-2.524350608;;0.994381277;;;;19950101;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/02/1995;;;;;;-1.292101654;0.273942939;;;;;-0.088133426;-2.524350608;;0.811432581;;;;19950201;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/03/1995;;;;;;-1.00207127;0.258121329;;;;;-0.088133426;-2.51234879;;0.976443742;;;;19950301;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/04/1995;;;;;;-0.712040886;0.419828531;;;;;-0.088133426;-2.51234879;;0.861409751;;;;19950401;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/05/1995;;;;;;-0.422010502;0.231249346;;;;;-0.088133426;-2.51234879;;0.652337727;;;;19950501;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/06/1995;;;;;;-0.131980119;0.388419793;;;;;-0.088133426;-2.51234879;;0.290422196;;;;19950601;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/07/1995;;;;;;0.158050265;0.133819562;;;;;-0.088133426;-2.51234879;;0.046541722;;;;19950701;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/08/1995;;;;;;0.448080649;0.252990006;;;;;-0.088133426;-2.51234879;;-0.048116538;;;;19950801;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/09/1995;;;;;;0.738111033;0.235857023;;;;;-0.088133426;-2.51234879;;0.002638856;;;;19950901;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/10/1995;;;;;;1.028141417;1.194759164;;;;;12.75149089;0.318501081;;-0.024963517;;;;19951001;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/11/1995;;;;;;1.318171801;0.091914946;;;;;-0.088133426;0.318501081;;-0.259685491;;;;19951101;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/12/1995;;;;;;1.608202185;1.066627164;;;;;3.061023326;1.209105535;;-0.453146818;;;;19951201;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/01/1996;;;;;;-1.582132038;0.746494169;;;;;-0.088133426;4.257134826;;-0.672091173;;;;19960101;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/02/1996;;;;;;-1.292101654;0.197672222;;;;;-0.088133426;4.257134826;;-0.765045749;;;;19960201;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/03/1996;;;;;;-1.00207127;0.02617403;;;;;-0.088133426;4.257134826;;-0.948473085;;;;19960301;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/04/1996;;;;;;-0.712040886;0.222940978;;;;;-0.088133426;4.257134826;;-0.937321031;;;;19960401;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/05/1996;;;;;;-0.422010502;1.802882023;;;;;-0.088133426;4.257134826;;-0.854762711;;;;19960501;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/06/1996;;;;;;-0.131980119;1.636536488;;;;;-0.088133426;4.257134826;;-0.706275166;;;;19960601;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/07/1996;;;;;;0.158050265;0.166455874;;;;;-0.088133426;4.257134826;;-0.388414857;;;;19960701;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/08/1996;;;;;;0.448080649;1.149061024;;;;;-0.088133426;4.257134826;;-0.100609369;;;;19960801;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/09/1996;;;;;;0.738111033;1.257094221;;;;;-0.088133426;4.257134826;;-0.101499963;;;;19960901;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/10/1996;;;;;;1.028141417;1.126299308;;;;;-0.088133426;0.558224973;;0.023287185;;;;19961001;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/11/1996;;;;;;1.318171801;0.160929583;;;;;-0.088133426;0.558224973;;-0.009208095;;;;19961101;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/12/1996;;;;;;1.608202185;1.10761778;;;;;-0.088133426;-0.290175015;;0.114380813;;;;19961201;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/01/1997;;;;;;-1.582132038;0.971562002;;;;;-0.088133426;-0.290175015;;0.18383702;;;;19970101;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/02/1997;;;;;;-1.292101654;-0.057636261;;;;;-0.088133426;-0.290175015;;0.200257197;;;;19970201;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/03/1997;;;;;;-1.00207127;0.118100298;;;;;-0.088133426;-0.290175015;;0.208621218;;;;19970301;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/04/1997;;;;;;-0.712040886;1.548130052;;;;;-0.088133426;-0.290175015;;0.093993163;;;;19970401;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/05/1997;;;;;;-0.422010502;-0.048577645;;;;;-0.088133426;-0.290175015;;0.039160344;;;;19970501;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/06/1997;;;;;;-0.131980119;-0.052726832;;;;;-0.088133426;-0.290175015;;0.043241788;;;;19970601;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/07/1997;;;;;;0.158050265;0.919090201;;;;;-0.088133426;-0.290175015;;0.050773617;;;;19970701;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/08/1997;;;;;;0.448080649;-0.074973167;;;;;-0.088133426;-0.290175015;;0.031757709;;;;19970801;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/09/1997;;;;;;0.738111033;-0.14812863;;;;;-0.088133426;-0.290175015;;-0.007271513;;;;19970901;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/10/1997;;;;;;1.028141417;0.789619345;;;;;-0.088133426;-0.290175015;;-0.027566711;;;;19971001;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/11/1997;;;;;;1.318171801;0.678831074;;;;;-0.088133426;-0.290175015;;0.070044304;;;;19971101;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/12/1997;;;;;;1.608202185;-0.208686954;;;;;-0.088133426;-0.290175015;;-0.256394969;;;;19971201;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/01/1998;;;;;;-1.582132038;-0.091470644;;;;;-0.088133426;-0.290175015;;-0.635850355;;;;19980101;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/02/1998;;;;;;-1.292101654;-0.211353136;;;;;-0.088133426;-0.290175015;;-0.516869528;;;;19980201;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/03/1998;;;;;;-1.00207127;1.0729974;;;;;-0.088133426;-0.290175015;;-0.589372471;;;;19980301;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/04/1998;;;;;;-0.712040886;0.675512282;;;;;-0.088133426;-0.290175015;;-0.605318711;;;;19980401;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/05/1998;;;;;;-0.422010502;-0.13907554;;;;;-0.088133426;-0.290175015;;-0.657873693;;;;19980501;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/06/1998;;;;;;-0.131980119;-0.227857388;;;;;-0.088133426;-0.290175015;;-0.56173476;;;;19980601;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/07/1998;;;;;;0.158050265;0.41436653;;;;;-0.088133426;-0.290175015;;-0.614860665;;;;19980701;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/08/1998;;;;;;0.448080649;-0.198582969;;;;;-0.088133426;-0.290175015;;-0.831782579;;;;19980801;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/09/1998;;;;;;0.738111033;-0.213519264;;;;;-0.088133426;-0.290175015;;-0.866689782;;;;19980901;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/10/1998;;;;;;1.028141417;-0.221610207;;;;;-0.088133426;-0.290175015;;-1.121557999;;;;19981001;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
