,year,ISO2 Code,ENDE_XDC_USD_RATE,FASMB_XDC,FDSB_XDC,FDSF_XDC,FIMM_PA,PCPI_IX,RAXG_USD,TMG_CIF_XDC,TXG_FOB_XDC,ISO Code
0,1990-01,AF,42.82278,,,,,,254.882926641746,,,AFG
1,1990-02,AF,42.82278,,,,,,253.055987279599,,,AFG
2,1990-03,AF,42.82278,,,,,,237.475415615162,,,AFG
3,1990-04,AF,42.82278,,,,,,248.63301639814,,,AFG
4,1990-05,AF,42.82278,,,,,,255.341546858395,,,AFG
5,1990-06,AF,42.82278,,,,,,249.485329379369,,,AFG
6,1990-07,AF,42.82278,,,,,,256.881498101767,,,AFG
7,1990-08,AF,42.82278,,,,,,276.173963660555,,,AFG
8,1990-09,AF,42.82278,,,,,,256.021218493246,,,AFG
9,1990-10,AF,42.82278,,,,,,279.33580552853,,,AFG
10,1990-11,AF,42.82278,,,,,,268.106753270841,,,AFG
11,1990-12,AF,42.82278,,,,,,266.400667368511,,,AFG
12,1991-01,AF,42.82278,,,,,,280.056718126776,,,AFG
13,1991-02,AF,42.82278,,,,,,286.623370077845,,,AFG
14,1991-03,AF,42.82278,,,,,,280.003240976345,,,AFG
15,1991-04,AF,42.82278,,,,,,277.463889678475,,,AFG
16,1991-05,AF,42.82278,,,,,,269.214532046125,,,AFG
17,1991-06,AF,42.82278,,,,,,244.131464100744,,,AFG
18,1991-07,AF,42.82278,,,,,,245.053675729036,,,AFG
19,1991-08,AF,42.82278,,,,,,249.266398154957,,,AFG
20,1991-09,AF,42.82278,,,,,,257.135170998632,,,AFG
21,1991-10,AF,42.82278,,,,,,253.540462017792,,,AFG
22,1991-11,AF,42.82278,,,,,,252.989679673046,,,AFG
23,1991-12,AF,42.82278,,,,,,234.894920253472,,,AFG
24,1992-01,AF,42.82278,,,,,,226.87848529309,,,AFG
25,1992-02,AF,42.82278,,,,,,229.856756517897,,,AFG
26,1992-03,AF,42.82278,,,,,,226.682592592593,,,AFG
27,1992-04,AF,42.82278,,,,,,,,,AFG
28,1992-05,AF,42.82278,,,,,,,,,AFG
29,1992-06,AF,42.82278,,,,,,,,,AFG
30,1992-07,AF,42.82278,,,,,,,,,AFG
31,1992-08,AF,42.82278,,,,,,,,,AFG
32,1992-09,AF,42.82278,,,,,,,,,AFG
33,1992-10,AF,42.82278,,,,,,,,,AFG
34,1992-11,AF,42.82278,,,,,,,,,AFG
35,1992-12,AF,42.82278,,,,,,,,,AFG
36,1993-01,AF,42.82278,,,,,,,,,AFG
37,1993-02,AF,42.82278,,,,,,,,,AFG
38,1993-03,AF,42.82278,,,,,,,,,AFG
39,1993-04,AF,42.82278,,,,,,,,,AFG
40,1993-05,AF,42.82278,,,,,,,,,AFG
41,1993-06,AF,42.82278,,,,,,,,,AFG
42,1993-07,AF,42.82278,,,,,,,,,AFG
43,1993-08,AF,42.82278,,,,,,,,,AFG
44,1993-09,AF,42.82278,,,,,,,,,AFG
45,1993-10,AF,42.82278,,,,,,,,,AFG
46,1993-11,AF,42.82278,,,,,,,,,AFG
47,1993-12,AF,42.82278,,,,,,,,,AFG
48,1994-01,AF,42.365778,,,,,,,,,AFG
49,1994-02,AF,42.365778,,,,,,,,,AFG
50,1994-03,AF,42.315,,,,,,,,,AFG
51,1994-04,AF,42.315,,,,,,,,,AFG
52,1994-05,AF,42.315,,,,,,,,,AFG
53,1994-06,AF,42.315,,,,,,,,,AFG
54,1994-07,AF,42.315,,,,,,,,,AFG
55,1994-08,AF,42.315,,,,,,,,,AFG
56,1994-09,AF,42.315,,,,,,,,,AFG
57,1994-10,AF,42.315,,,,,,,,,AFG
58,1994-11,AF,42.315,,,,,,,,,AFG
59,1994-12,AF,42.315,,,,,,,,,AFG
60,1995-01,AF,34.63,,,,,,,,,AFG
61,1995-02,AF,34.63,,,,,,,,,AFG
62,1995-03,AF,34.63,,,,,,,,,AFG
63,1995-04,AF,34.63,,,,,,,,,AFG
64,1995-05,AF,34.63,,,,,,,,,AFG
65,1995-06,AF,34.63,,,,,,,,,AFG
66,1995-07,AF,34.63,,,,,,,,,AFG
67,1995-08,AF,34.63,,,,,,,,,AFG
68,1995-09,AF,34.63,,,,,,,,,AFG
69,1995-10,AF,44.42,,,,,,,,,AFG
70,1995-11,AF,44.42,,,,,,,,,AFG
71,1995-12,AF,47.5,,,,,,,,,AFG
72,1996-01,AF,47.5,,,,,,,,,AFG
73,1996-02,AF,47.5,,,,,,,,,AFG
74,1996-03,AF,47.5,,,,,,,,,AFG
75,1996-04,AF,47.5,,,,,,,,,AFG
76,1996-05,AF,47.5,,,,,,,,,AFG
77,1996-06,AF,47.5,,,,,,,,,AFG
78,1996-07,AF,47.5,,,,,,,,,AFG
79,1996-08,AF,47.5,,,,,,,,,AFG
80,1996-09,AF,47.5,,,,,,,,,AFG
81,1996-10,AF,47.5,,,,,,,,,AFG
82,1996-11,AF,47.5,,,,,,,,,AFG
83,1996-12,AF,47.5,,,,,,,,,AFG
84,1997-01,AF,47.5,,,,,,,,,AFG
85,1997-02,AF,47.5,,,,,,,,,AFG
86,1997-03,AF,47.5,,,,,,,,,AFG
87,1997-04,AF,47.5,,,,,,,,,AFG
88,1997-05,AF,47.5,,,,,,,,,AFG
89,1997-06,AF,47.5,,,,,,,,,AFG
90,1997-07,AF,47.5,,,,,,,,,AFG
91,1997-08,AF,47.5,,,,,,,,,AFG
92,1997-09,AF,47.5,,,,,,,,,AFG
93,1997-10,AF,47.5,,,,,,,,,AFG
94,1997-11,AF,47.5,,,,,,,,,AFG
95,1997-12,AF,47.5,,,,,,,,,AFG
96,1998-01,AF,47.5,,,,,,,,,AFG
97,1998-02,AF,47.5,,,,,,,,,AFG
98,1998-03,AF,47.5,,,,,,,,,AFG
99,1998-04,AF,47.5,,,,,,,,,AFG
100,1998-05,AF,47.5,,,,,,,,,AFG
101,1998-06,AF,47.5,,,,,,,,,AFG
102,1998-07,AF,47.5,,,,,,,,,AFG
103,1998-08,AF,47.5,,,,,,,,,AFG
104,1998-09,AF,47.5,,,,,,,,,AFG
105,1998-10,AF,47.5,,,,,,,,,AFG
106,1998-11,AF,47.5,,,,,,,,,AFG
107,1998-12,AF,47.5,,,,,,,,,AFG
108,1999-01,AF,47.5,,,,,,,,,AFG
109,1999-02,AF,47.2625,,,,,,,,,AFG
110,1999-03,AF,47.0262,,,,,,,,,AFG
111,1999-04,AF,47.0262,,,,,,,,,AFG
112,1999-05,AF,47.0262,,,,,,,,,AFG
113,1999-06,AF,47.0262,,,,,,,,,AFG
114,1999-07,AF,47.0262,,,,,,,,,AFG
115,1999-08,AF,47.0262,,,,,,,,,AFG
116,1999-09,AF,47.0262,,,,,,,,,AFG
117,1999-10,AF,47.0262,,,,,,,,,AFG
118,1999-11,AF,47.0262,,,,,,,,,AFG
119,1999-12,AF,46.7911,,,,,,,,,AFG
120,2000-01,AF,46.7911,,,,,,,,,AFG
121,2000-02,AF,47.505938,,,,,,,,,AFG
122,2000-03,AF,47.2672,,,,,,,,,AFG
123,2000-04,AF,47.2672,,,,,,,,,AFG
124,2000-05,AF,47.2672,,,,,,,,,AFG
125,2000-06,AF,47.2672,,,,,,,,,AFG
126,2000-07,AF,47.5048,,,,,,,,,AFG
127,2000-08,AF,47.5048,,,,,,,,,AFG
128,2000-09,AF,47.5048,,,,,,,,,AFG
129,2000-10,AF,47.5048,,,,,,,,,AFG
130,2000-11,AF,47.5048,,,,,,,,,AFG
131,2000-12,AF,47.5048,,,,,,,,,AFG
132,2001-01,AF,47.5048,,,,,,,,,AFG
133,2001-02,AF,47.5048,,,,,,,,,AFG
134,2001-03,AF,47.5048,,,,,,,,,AFG
135,2001-04,AF,47.5048,,,,,,,,,AFG
136,2001-05,AF,47.5048,,,,,,,,,AFG
137,2001-06,AF,47.5048,,,,,,,,,AFG
138,2001-07,AF,47.5048,,,,,,,,,AFG
139,2001-08,AF,47.5048,,,,,,,,,AFG
140,2001-09,AF,47.5,,,,,,,,,AFG
141,2001-10,AF,47.5,,,,,,,,,AFG
142,2001-11,AF,47.5,,,,,,,,,AFG
143,2001-12,AF,47.258979,,,,,,,,,AFG
144,2002-01,AF,47.263,,,,,,,,,AFG
145,2002-02,AF,47.263,,,,,,,,,AFG
146,2002-03,AF,47.263,,,,,,,,,AFG
147,2002-04,AF,47.263,,,,,,,,,AFG
148,2002-05,AF,47.263,,,,,,,,,AFG
149,2002-06,AF,47.263,,,,,,,,,AFG
150,2002-07,AF,47.263,,,,,,,,,AFG
151,2002-08,AF,47.263,,,,,,,,,AFG
152,2002-09,AF,47.263,,,,,,,,,AFG
153,2002-10,AF,47.263,,,,,,,,,AFG
154,2002-11,AF,47.263,,,,,,,,,AFG
155,2002-12,AF,47.263,,,,,,,,,AFG
156,2003-01,AF,46.36,,,,,,,,,AFG
157,2003-02,AF,51.175,,,,,,,,,AFG
158,2003-03,AF,51.62,,,,,,,,,AFG
159,2003-04,AF,48.755,,,,,,,,,AFG
160,2003-05,AF,49.36,,,,,,,,,AFG
161,2003-06,AF,48.7,,,,,,,,,AFG
162,2003-07,AF,48.425,,,,,,,,,AFG
163,2003-08,AF,48.9,,,,,,,,,AFG
164,2003-09,AF,49.045,,,,,,,,,AFG
165,2003-10,AF,49.095,,,,,,,,,AFG
166,2003-11,AF,48.61,,,,,,,,,AFG
167,2003-12,AF,48.865,,,,,,,,,AFG
168,2004-01,AF,48.855,,,,,,,,,AFG
169,2004-02,AF,49.835,,,,,,,,,AFG
170,2004-03,AF,49.72,,,,,61.1381405557028,,,,AFG
171,2004-04,AF,50.5,,,,,62.0825378972079,,,,AFG
172,2004-05,AF,49.42,,,,,63.0723984929052,,,,AFG
173,2004-06,AF,48.27,,,,,64.726578135918,,,,AFG
174,2004-07,AF,46.23,,,,,65.0836953337028,,,,AFG
175,2004-08,AF,45.42,,,,,65.5639363574748,,,,AFG
176,2004-09,AF,45.47,,,,,65.5715315426227,,,,AFG
177,2004-10,AF,45.95,,,,,66.2030887367085,,,,AFG
178,2004-11,AF,47.58,,,,,66.96329749573,,,,AFG
179,2004-12,AF,48.22,,,,,68.2760008414104,,,,AFG
180,2005-01,AF,49.74,,,,,68.3825889190951,,,,AFG
181,2005-02,AF,49.68,,,,,69.1794479882579,,,,AFG
182,2005-03,AF,49,,,,,70.0902594675032,,,,AFG
183,2005-04,AF,49.66,,,,,70.164432448541,,,,AFG
184,2005-05,AF,49.99,,,,,70.8666923937546,,,,AFG
185,2005-06,AF,50.04,,,,,71.2992891118611,,,,AFG
186,2005-07,AF,49.71,,,,,71.5903848481595,,,,AFG
187,2005-08,AF,49.25,,,,,71.846108605539,,,,AFG
188,2005-09,AF,48.95,,,,,72.7333439654751,,,,AFG
189,2005-10,AF,48.59,,,,,73.5686268663734,,,,AFG
190,2005-11,AF,49.87,,,,,74.203166264313,,,,AFG
191,2005-12,AF,50.41,,,,,75.0613796325736,,,,AFG
192,2006-01,AF,50.34,,,,,75.9930144584363,,,,AFG
193,2006-02,AF,49.85,,,,,76.2078699076158,,,,AFG
194,2006-03,AF,49.96,,,,,75.867095990946,,,,AFG
195,2006-04,AF,49.6,,,,,75.8350059580365,,,,AFG
196,2006-05,AF,49.8,,,,,75.7047944888376,,,,AFG
197,2006-06,AF,50.12,,,,,75.2790512907437,,,,AFG
198,2006-07,AF,50.04,,,,,75.1565419279204,,,,AFG
199,2006-08,AF,50.05,,,,,75.9185625636649,,,,AFG
200,2006-09,AF,50.1,,,,,76.6104340118256,,,,AFG
201,2006-10,AF,49.92,,,,,78.1593603136057,,,,AFG
202,2006-11,AF,49.86,,,,,78.2547431747503,,,,AFG
203,2006-12,AF,49.85,53789.441831,81247.948057,103826.593510626,2.5,78.2779619840184,,,,AFG
204,2007-01,AF,50.07,56853.097896,85303.032166,106400.021256066,5,78.7033949597746,,,,AFG
205,2007-02,AF,50.06,56246.161179,86871.800122,108570.192845103,7.8,78.7699426690589,,,,AFG
206,2007-03,AF,50.19,59930.344311,91317.197115,106924.33375735,8,79.1389860326994,,,,AFG
207,2007-04,AF,50.26,58325.31586,94499.55603,113144.263371186,7.33,79.5965270908558,,,,AFG
208,2007-05,AF,50.05,59552.728212,96899.990349,114336.866053951,8,80.617696232273,,,,AFG
209,2007-06,AF,49.65,60085.717893,98101.144143,115826.250576853,,81.6911864116671,,,,AFG
210,2007-07,AF,49.89,62927.45403,103654.628459,125214.470664682,,82.5585842714911,,,,AFG
211,2007-08,AF,49.88,62324.60496543,104631.26482209,127327.153367658,5.4,83.8231801424873,,,,AFG
212,2007-09,AF,49.84,61874.751402,105544.99687861,136726.521489105,5.4,85.8777521049749,,,,AFG
213,2007-10,AF,49.96,66769.85943412,110993.16853581,141387.910842973,4.69,86.2320583181546,,,,AFG
214,2007-11,AF,49.88,65800.97598729,110733.90459117,145229.784392571,4.71,89.0046857293502,,,,AFG
215,2007-12,AF,49.72,67761.05134777,115693.148892644,147079.553704013,4.73,90.8742307675663,,,,AFG
216,2008-01,AF,49.5,65427.44082208,115506.35986497,145879.752426935,3.79,94.2334232073555,,,,AFG
217,2008-02,AF,49.48,65767.11848748,116194.1195962,140593.446123329,3.1,93.294742761287,,,,AFG
218,2008-03,AF,49.52,68809.37588275,119634.97115058,160985.588546248,,93.886152218021,,,,AFG
219,2008-04,AF,50.02,66432.34862625,119760.4714194,162476.716137288,,103.209817777647,,,,AFG
220,2008-05,AF,49.8,69153.11342948,123370.12194677,159622.748376724,,110.508965104261,,,,AFG
221,2008-06,AF,49.82,71713.03956923,126028.64223852,156939.260327262,,106.719865532853,,,,AFG
222,2008-07,AF,50.06,77282.860702182,134596.269878632,163077.417137703,16.54,108.107359866964,2323.19665110898,,,AFG
223,2008-08,AF,50.14,75302.96079311,134930.9598026,163404.968775273,,110.642243854637,2338.12234739614,,,AFG
224,2008-09,AF,50.48,76608.4392631,140571.2668308,164141.961262741,,112.210097567434,2302.79607436065,,,AFG
225,2008-10,AF,50.48,80337.15959782,143781.66689378,170466.936603171,14.6,110.384355925064,2353.09194209498,,,AFG
226,2008-11,AF,52.23,86766.75649618,150389.74802099,169846.473096746,,109.084007998657,2276.60732965836,,,AFG
227,2008-12,AF,52.14,92641.14207797,152002.07515801,172783.865487518,13.24,107.971745005877,2430.83594606326,,,AFG
228,2009-01,AF,52.45,86584.90958043,150898.54298629,168763.433528036,9,106.376062290619,2468.80059022147,,,AFG
229,2009-02,AF,52.36,103775.4321424,155748.51545398,178118.518852478,6.7,101.757065998357,2765.93786049599,,,AFG
230,2009-03,AF,51.76,109102.9196711,162527.16807042,181979.410387763,10,98.1724505586861,2940.09988587437,,,AFG
231,2009-04,AF,50.18,105480.06153759,157967.09520973,177524.312508085,5.5,96.0047251876942,2853.06326898741,,,AFG
232,2009-05,AF,50.16,97830.71258111,163593.36096233,188478.577477089,5.89,95.4120874949292,2893.67390828909,,,AFG
233,2009-06,AF,50.14,96790.77890296,170328.99011774,191735.840812264,5.72,95.5777605927621,2817.2982207999,,,AFG
234,2009-07,AF,49.98,99064.28187217,174196.0017673,197758.281436218,6.5,95.2284386613927,2922.86990592391,,,AFG
235,2009-08,AF,49.84,104077.09486401,178581.01859676,204850.831802136,4.5,96.3761000876027,3249.95894277684,,,AFG
236,2009-09,AF,49.45,111962.8657243,191082.58795573,212310.379479353,,97.2161508632606,3373.03154696116,,,AFG
237,2009-10,AF,49.27,113031.77772914,195930.79832472,212948.215734026,6,97.370772671049,3422.48037729345,,,AFG
238,2009-11,AF,48.9,117355.59927336,199058.61675906,218303.148713384,6,97.5713008816802,3529.01935504451,,,AFG
239,2009-12,AF,48.74,117359.38884532,202231.26420968,214828.922326813,1.5,97.3520147743422,3501.37086363846,,,AFG
240,2010-01,AF,47.76,119038.76066321,204201.42828002,217665.845807273,9.5,96.620085157223,3504.99452058987,,,AFG
241,2010-02,AF,47.48,121129.43754942,212810.07217651,219260.616530461,5.13,95.7540156512309,3534.08149729684,,,AFG
242,2010-03,AF,48.48,132837.23527417,226355.01158523,220688.067248472,8.58,95.6644546117499,3554.93003236127,,,AFG
243,2010-04,AF,47.36,127919.42287995,223391.43449221,222010.798760181,6.33,96.1682543104851,3656.39332630562,,,AFG
244,2010-05,AF,46.31,127184.95581866,223988.10411627,222959.63211361,3,96.9276692064154,3737.0376046767,,,AFG
245,2010-06,AF,46.26,132139.50869421,230439.49351005,226316.345586049,0.2,98.3584231136324,3779.74039584791,,,AFG
246,2010-07,AF,44.72,136913.114740818,242805.643906578,224277.246584772,,99.2750926749662,3788.0803953792,,,AFG
247,2010-08,AF,45.84,143969.529231083,246480.244231443,243127.798016156,8.04,101.544488000415,4098.31500337857,,,AFG
248,2010-09,AF,45.14,149151.75824593,240657.01604024,232769.430941547,2.43,102.549014857197,3895.92862639569,,,AFG
249,2010-10,AF,45.18,147808.96417336,241212.25127793,235277.353365,,103.681304420152,3930.26518988538,,,AFG
250,2010-11,AF,45.09,155657.411193055,253017.506826245,247950.436612507,,106.130761432586,4129.90039479571,,,AFG
251,2010-12,AF,45.27,159294.136946715,256726.781225915,248098.785003267,,107.326436563946,4174.36735795956,,,AFG
252,2011-01,AF,45.33,158753.871359688,257370.878797378,245312.066230478,0.2,109.71976452115,4129.23832992383,,,AFG
253,2011-02,AF,45.33,162027.779486582,265175.666345923,257572.048426579,3.5,108.759269897884,4364.97742448416,,,AFG
254,2011-03,AF,45.37,171633.271594407,278643.948186597,273946.85913799,3.4,108.362415307202,4548.4507853736,,,AFG
255,2011-04,AF,45.7,186524.249067284,278254.632696194,290210.496568076,3,109.38143431068,4775.88602294268,,,AFG
256,2011-05,AF,46.32,185577.00902831,277554.79047906,296736.304108068,2.8,109.848495718399,4865.28224053022,,,AFG
257,2011-06,AF,46.8,190354.414202242,283146.655572152,305779.316108842,3.4,110.109731203302,4989.68570170893,,,AFG
258,2011-07,AF,47.53,185563.578744914,284599.036036124,306116.881526967,0.36,111.811381030102,4885.52026783924,,,AFG
259,2011-08,AF,47.26,190626.273911964,290176.229086744,315417.030885971,,112.94011633962,5098.39866720938,,,AFG
260,2011-09,AF,48.32,192739.249792965,294350.222976185,321791.120057664,,112.356002226097,5038.97860584655,,,AFG
261,2011-10,AF,47.46,189501.76959182,296105.29133438,321959.750704212,,114.470039313372,5182.14557226014,,,AFG
262,2011-11,AF,48.17,201320.34718296,305606.71319171,335278.717827358,0.39,116.570933889123,5277.75068349691,,,AFG
263,2011-12,AF,49.04,200263.52856059,311433.12327222,338126.323481637,2.1,117.320645950024,5268.34139029608,,,AFG
264,2012-01,AF,49.52,196680.3576777,309587.88229722,335819.738279719,,117.846626795178,5197.76942142995,,,AFG
265,2012-02,AF,49.34,197459.50497481,311200.07208935,342983.539490662,,116.994742161971,5401.25366964027,,,AFG
266,2012-03,AF,49.4,203876.19570863,318371.17841758,338643.716357707,2.08,117.43897739194,5290.19271305136,,,AFG
267,2012-04,AF,49.93,194633.06211588,304710.11020972,365541.707131154,2.25,118.15637931387,5570.71660405487,,,AFG
268,2012-05,AF,50.15,190119.9275926,305614.8694013,358295.732148212,,118.527429623422,5422.39417968525,,,AFG
269,2012-06,AF,51.79,195744.49995009,314233.07216697,378429.976655691,3,117.511095398709,5533.16780585671,,,AFG
270,2012-07,AF,51.5,199924.86604995,317195.89870089,379813.559293412,,116.924162137363,5594.26110541162,,,AFG
271,2012-08,AF,51.19,200643.09895441,325558.15331003,386730.062749405,,117.919684031769,5647.54292046773,,,AFG
272,2012-09,AF,52.14,201209.69533299,331421.62981201,402836.871379859,2.12,118.508080199121,5786.35094485341,,,AFG
273,2012-10,AF,52.82,201008.60134296,336418.2694042,414395.876643666,3,120.615168051478,5808.85181661507,,,AFG
274,2012-11,AF,53.05,203734.55446423,333213.9864662,428666.441896427,1.54,123.412763844002,6022.19714723508,,,AFG
275,2012-12,AF,52.14,207407.551879522,338614.163696319,428038.588436325,3.5,124.213667210573,5982.50417091045,,,AFG
276,2013-01,AF,51.99,193264.890764977,328335.530193516,417579.293761151,2.987,125.191195214315,5949.9119719025,,,AFG
277,2013-02,AF,52.84,196398.997212926,335783.335593206,422897.223616055,2.63,125.515928270858,5846.01942904469,,,AFG
278,2013-03,AF,53.53,205630.581441535,340884.177232644,411694.44529103,2.923,124.962164745187,5782.04949808897,,,AFG
279,2013-04,AF,54.77,217668.609285038,353232.774511484,442045.753125087,1.7,126.997097858061,6127.66393318788,,,AFG
280,2013-05,AF,55.04,218308.795424716,355770.453637269,436873.991823398,3.01,126.679044477039,6111.92517831752,,,AFG
281,2013-06,AF,56.03,217212.568545755,357582.376027137,433492.550981932,2.97,126.474830251521,5989.14342068491,,,AFG
282,2013-07,AF,57.34,221904.197967166,358687.811060217,439356.352454852,3.03,127.587824965085,5856.23714368581,,,AFG
283,2013-08,AF,56.64,223228.193113085,364729.176579158,442278.054882068,3,128.720890338945,5849.11858903144,,,AFG
284,2013-09,AF,57.33,224543.953541817,362953.051054284,470423.013357621,3,127.922516376695,6394.11848797948,,,AFG
285,2013-10,AF,57.23,224241.626232149,364707.069264204,482011.776173279,3.02,129.022531573039,6511.97677721719,,,AFG
286,2013-11,AF,57.82,228191.232670414,367122.277779529,490637.279356121,3,131.261062147108,6588.0021270789,,,AFG
287,2013-12,AF,56.64,239808.052231298,372186.008444944,472282.591787918,3.5,133.207590666929,6441.93325585729,,,AFG
288,2014-01,AF,56.74,217561.363978894,356501.299242395,459993.481436354,3,133.696672247912,6163.12591609399,,,AFG
289,2014-02,AF,57.17,224089.185607433,365454.122826557,469491.041379488,3.03,132.113175455721,6202.65948346058,,,AFG
290,2014-03,AF,57.26,227276.353229621,361380.080843221,476474.226265374,3.5,132.019961136513,6358.76858346344,,,AFG
291,2014-04,AF,57.13,233445.0969389,370627.451596576,478025.828205754,3.51,132.931309754546,6527.94162105027,,,AFG
292,2014-05,AF,57.46,237319.633279669,374579.935905542,477749.835919966,3.01,133.635014831511,6551.55349165198,,,AFG
293,2014-06,AF,57.97,241688.351010734,376920.116941063,488447.330055297,3.5,133.616645237762,6641.56832767753,,,AFG
294,2014-07,AF,55.6638095238095,247859.390190647,381743.929576569,473724.594631214,3.16,135.707619801141,6524.58050139714,,,AFG
295,2014-08,AF,57.16,255087.225579152,382709.727652838,464574.84085502,3,134.483237523288,6498.76719466908,,,AFG
296,2014-09,AF,57,257355.092071695,386041.662191772,458396.83939602,3.55,133.443465062492,6308.83760660418,,,AFG
297,2014-10,AF,57.92,261006.139958985,390807.446140928,495833.899148134,3.55,134.104630782208,6697.06604777174,,,AFG
298,2014-11,AF,57.82,260678.501295335,394546.007172334,487079.281341771,3.56,134.280695417562,6577.47218792784,,,AFG
299,2014-12,AF,57.82,271378.747198121,402465.467443899,500179.635486138,4,135.187973552326,6680.72591717282,,,AFG
300,2015-01,AF,57.56,244841.707085516,380120.931944567,501351.937133977,4,135.013964324038,6690.73167472106,,,AFG
301,2015-02,AF,57.31,241024.273816575,371364.040558251,489902.956735787,4.3,132.49892235335,6609.43523954155,,,AFG
302,2015-03,AF,57.79,250629.327018942,374732.960714224,495934.422199258,4.55,131.276145467644,6650.86644435357,,,AFG
303,2015-04,AF,57.93,246394.104330307,373501.205227819,488870.949257463,3.62,131.183398702947,6561.19542672168,,,AFG
304,2015-05,AF,60.63,248248.596564426,384415.436411869,515413.984151003,3.55,131.009936913075,6613.29981416076,,,AFG
305,2015-06,AF,60.72,249340.645903511,381997.798475845,521897.623169749,0.74,130.929111412417,6726.00248392306,,,AFG
306,2015-07,AF,60.66,257758.478780895,399220.725097123,513527.66368165,,130.741561736489,6601.14651082954,,,AFG
307,2015-08,AF,63.47,260661.604771099,402812.377544803,536053.34537567,,131.722271339989,6402.26086929832,,,AFG
308,2015-09,AF,63.85,255719.537130186,397024.663889829,529893.330174738,4.09,133.418250433254,6387.84887341436,,,AFG
309,2015-10,AF,64.52,257517.690598654,398550.020190615,534136.96870594,4.1,134.142859173473,6375.69054057038,,,AFG
310,2015-11,AF,68.31,265624.991485203,402976.749819112,558079.68047693,4.09863683888659,135.944951593756,6330.55059834295,,,AFG
311,2015-12,AF,68.05,277746.518623806,414857.467601459,545987.529788036,,136.717136846584,6231.78091318054,,,AFG
312,2016-01,AF,68.59,254923.848746246,395261.373473808,562733.914279946,4,136.773394762881,6297.64299306964,,,AFG
313,2016-02,AF,69.36,258699.614885536,397135.414098512,575129.354312239,,136.578246078266,6337.30676939998,,,AFG
314,2016-03,AF,68.36,259506.734628057,395263.196954162,570259.247006641,4.05,136.531399825842,6319.42666345183,,,AFG
315,2016-04,AF,68.4,261428.270014062,399230.110933837,568806.963071111,4,137.077886388598,6314.29793381093,,,AFG
316,2016-05,AF,68.71,265334.111987735,404312.552213543,589257.880166747,4,136.701610267842,6571.75063723654,,,AFG
317,2016-06,AF,69.19,267584.607897387,408346.002335312,604049.062479517,,137.334183454397,6615.28696743189,,,AFG
318,2016-07,AF,68.91,274854.584698773,416594.58422159,601833.444465051,4.1,138.510428313238,6397.95190546262,,,AFG
319,2016-08,AF,67.3,274168.625050914,416247.015766845,584604.487033899,0,138.874600052292,6333.43585196249,,,AFG
320,2016-09,AF,66.5434,286613.748483795,424874.693914046,585750.147669112,0,140.154696444206,6464.63696061092,,,AFG
321,2016-10,AF,65.9247,290174.596791102,430740.35315768,573243.882076233,4,140.779318982585,6332.49578997631,,,AFG
322,2016-11,AF,66.7679,302759.136649807,440856.059348131,586455.603119743,4,142.198316950336,6475.04293426847,,,AFG
323,2016-12,AF,66.8394,310636.687738342,455204.132993234,582766.040486691,0,142.989904586212,6476.3371587771,,,AFG
324,2017-01,AF,66.794,289801.453796479,433991.712523219,584931.143069688,0,141.940437396588,6476.72853886386,,,AFG
325,2017-02,AF,67.25,288067.256102671,433760.191673034,601187.185259697,0,142.13995947206,6588.67172660001,,,AFG
326,2017-03,AF,67.8722,291798.085929325,436469.217695621,599172.629207476,0,146.304451486392,6500.87869969344,,,AFG
327,2017-04,AF,67.6,290594.421581037,434631.305806246,600486.563229302,,146.188772534169,7007.6038750281,,,AFG
328,2017-05,AF,68.1783,290231.155218938,436318.666023446,601357.314466401,,146.885947204981,6891.9054226951,,,AFG
329,2017-06,AF,68.0637,292932.441603272,437401.024303497,591421.95268079,,147.594246470046,6824.20836912389,,,AFG
330,2017-07,AF,68.4529,303533.161303097,447951.670391162,611903.838613101,,145.589833454791,7510.50140330981,,,AFG
331,2017-08,AF,68.901,306847.380430047,444692.24754454,628042.165472382,3.18,145.160061292492,7483.93731057081,,,AFG
332,2017-09,AF,68.4243,311236.183089725,450437.225467783,632753.865373111,,145.505397468451,7048.95216230353,,,AFG
333,2017-10,AF,68.2469,316444.651059731,455104.714857701,637057.474745438,,146.087268470852,7135.36614837379,,,AFG
334,2017-11,AF,68.8113,329344.879891569,458042.46734302,638596.905129499,,146.594156531132,7043.87808962739,,,AFG
335,2017-12,AF,69.4933,342245.002624901,473836.889824235,651218.737337799,,147.338365481163,7185.83504600596,,,AFG
336,2018-01,AF,69.3927,323273.106858238,450760.204541347,653505.536310812,,148.013661509201,7056.7314576982,,,AFG
337,2018-02,AF,69.1767,324464.487720393,444329.753597445,655658.238911623,,147.192893733563,7148.267956379,,,AFG
338,2018-03,AF,69.1036,324822.182748154,441161.882500853,654464.900418562,,146.573899762881,7218.71029296674,,,AFG
339,2018-04,AF,70.0578,331295.759054072,445734.279820991,658251.966578193,,145.494828412085,7015.92349891977,,,AFG
340,2018-05,AF,71.5586,317922.217238629,445656.15230169,657782.079502403,,145.342948382893,7133.69055491775,,,AFG
341,2018-06,AF,71.5804,317260.814788317,464578.789329837,681523.597336302,,145.191142241735,7094.858732216,,,AFG
342,2018-07,AF,72.9028,317265.269859757,456854.574504435,684916.505343001,,145.385088630271,7168.32166333205,,,AFG
